Year_Month,Contract_region,Card_type,Trip
2019-02,Outer Sydney Metro Contract 8,Adult Single Bus Trip 3,40
2019-02,Outer Sydney Metro Contract 8,Child/Youth,8008
2019-02,Outer Sydney Metro Contract 8,Child/Youth Single Bus Trip 1,61
2019-02,Outer Sydney Metro Contract 8,Child/Youth Single Bus Trip 2,61
2019-02,Outer Sydney Metro Contract 8,Child/Youth Single Bus Trip 3,8
2019-02,Outer Sydney Metro Contract 8,Concession,1769
2019-02,Outer Sydney Metro Contract 8,Day Pass without SAF,1
2019-02,Outer Sydney Metro Contract 8,Employee,79
2019-02,Outer Sydney Metro Contract 8,Free Travel,196
2019-02,Outer Sydney Metro Contract 8,School Student,54354
2019-02,Outer Sydney Metro Contract 8,Senior/Pensioner,16568
2019-02,Outer Sydney Metro Contract 9,Adult,6583
2019-02,Outer Sydney Metro Contract 9,Adult Single Bus Trip 1,170
2019-02,Outer Sydney Metro Contract 9,Adult Single Bus Trip 2,106
2019-02,Outer Sydney Metro Contract 9,Adult Single Bus Trip 3,50
2019-02,Outer Sydney Metro Contract 9,Child/Youth,1772
2019-02,Outer Sydney Metro Contract 9,Child/Youth Single Bus Trip 1,45
2019-02,Outer Sydney Metro Contract 9,Child/Youth Single Bus Trip 2,9
2019-02,Outer Sydney Metro Contract 9,Child/Youth Single Bus Trip 3,19
2019-02,Outer Sydney Metro Contract 9,Concession,440
2019-02,Outer Sydney Metro Contract 9,Employee,47
2019-02,Outer Sydney Metro Contract 9,Free Travel,104
2019-02,Outer Sydney Metro Contract 9,School Student,18893
2019-02,Outer Sydney Metro Contract 9,Senior/Pensioner,3648
2019-02,SBSC Contract 6,Adult,3346669
2019-02,SBSC Contract 6,Adult Single Bus Trip 1,4051
2019-02,SBSC Contract 6,Adult Single Bus Trip 2,1803
2019-02,SBSC Contract 6,Adult Single Bus Trip 3,211
2019-02,SBSC Contract 6,Child/Youth,169494
2019-02,SBSC Contract 6,Child/Youth Single Bus Trip 1,414
2019-02,SBSC Contract 6,Child/Youth Single Bus Trip 2,164
2019-02,SBSC Contract 6,Child/Youth Single Bus Trip 3,24
2019-02,SBSC Contract 6,Concession,302385
2019-02,SBSC Contract 6,Day Pass Child/Youth w/o SAF,1
2019-02,SBSC Contract 6,Day Pass without SAF,73
2019-02,SBSC Contract 6,Employee,24931
2019-02,SBSC Contract 6,Free Travel,6839
2019-02,SBSC Contract 6,On Demand,5527
2019-02,SBSC Contract 6,School Student,161665
2019-02,SBSC Contract 6,Senior/Pensioner,787970
2019-02,Sydney Metro Contract 1,Adult,490800
2019-02,Sydney Metro Contract 1,Adult Single Bus Trip 1,16570
2019-02,Sydney Metro Contract 1,Adult Single Bus Trip 2,8363
2019-02,Sydney Metro Contract 1,Adult Single Bus Trip 3,734
2019-02,Sydney Metro Contract 1,Child/Youth,88688
2019-02,Sydney Metro Contract 1,Child/Youth Single Bus Trip 1,3669
2019-02,Sydney Metro Contract 1,Child/Youth Single Bus Trip 2,2719
2019-02,Sydney Metro Contract 1,Child/Youth Single Bus Trip 3,256
2019-02,Sydney Metro Contract 1,Concession,57323
2019-02,Sydney Metro Contract 1,Day Pass Child/Youth w/o SAF,4
2019-02,Sydney Metro Contract 1,Day Pass without SAF,71
2019-02,Sydney Metro Contract 1,Employee,2690
2019-02,Sydney Metro Contract 1,Free Travel,2104
2019-02,Sydney Metro Contract 1,School Student,291709
2019-02,Sydney Metro Contract 1,Senior/Pensioner,225652
2019-02,Sydney Metro Contract 10,Adult,295751
2019-02,Sydney Metro Contract 10,Adult Single Bus Trip 1,3435
2019-02,Sydney Metro Contract 10,Adult Single Bus Trip 2,1264
2019-02,Sydney Metro Contract 10,Adult Single Bus Trip 3,103
2019-02,Sydney Metro Contract 10,Child/Youth,57487
2019-02,Sydney Metro Contract 10,Child/Youth Single Bus Trip 1,915
2019-02,Sydney Metro Contract 10,Child/Youth Single Bus Trip 2,385
2019-02,Sydney Metro Contract 10,Child/Youth Single Bus Trip 3,39
2019-02,Sydney Metro Contract 10,Concession,29869
2019-02,Sydney Metro Contract 10,Day Pass Child/Youth w/o SAF,5
2019-02,Sydney Metro Contract 10,Day Pass without SAF,6
2019-02,Sydney Metro Contract 10,Employee,1140
2019-02,Sydney Metro Contract 10,Free Travel,1427
2019-02,Sydney Metro Contract 10,School Student,221342
2019-02,Sydney Metro Contract 10,Senior/Pensioner,151259
2019-02,Sydney Metro Contract 12,Adult,114156
2019-02,Sydney Metro Contract 12,Adult Single Bus Trip 1,699
2019-02,Sydney Metro Contract 12,Adult Single Bus Trip 2,307
2019-02,Sydney Metro Contract 12,Adult Single Bus Trip 3,8
2019-02,Sydney Metro Contract 12,Child/Youth,39108
2019-02,Sydney Metro Contract 12,Child/Youth Single Bus Trip 1,209
2019-02,Sydney Metro Contract 12,Child/Youth Single Bus Trip 2,130
2019-02,Sydney Metro Contract 12,Child/Youth Single Bus Trip 3,5
2019-02,Sydney Metro Contract 12,Concession,13774
2019-02,Sydney Metro Contract 12,Day Pass without SAF,1
2019-02,Sydney Metro Contract 12,Employee,288
2019-02,Sydney Metro Contract 12,Free Travel,537
2019-02,Sydney Metro Contract 12,School Student,159919
2019-02,Sydney Metro Contract 12,Senior/Pensioner,39946
2019-02,Sydney Metro Contract 13,Adult,337601
2019-02,Sydney Metro Contract 13,Adult Single Bus Trip 1,6337
2019-02,Sydney Metro Contract 13,Adult Single Bus Trip 2,2525
2019-02,Sydney Metro Contract 13,Adult Single Bus Trip 3,363
2019-02,Sydney Metro Contract 13,Child/Youth,51407
2019-02,Sydney Metro Contract 13,Child/Youth Single Bus Trip 1,998
2019-02,Sydney Metro Contract 13,Child/Youth Single Bus Trip 2,537
2019-02,Sydney Metro Contract 13,Child/Youth Single Bus Trip 3,57
2019-02,Sydney Metro Contract 13,Concession,39800
2019-02,Sydney Metro Contract 13,Day Pass without SAF,15
2019-02,Sydney Metro Contract 13,Employee,1079
2019-02,Sydney Metro Contract 13,Free Travel,1580
2019-02,Sydney Metro Contract 13,School Student,136563
2019-02,Sydney Metro Contract 13,Senior/Pensioner,194311
2019-02,Sydney Metro Contract 14,Adult,259026
2019-02,Sydney Metro Contract 14,Adult Single Bus Trip 1,689
2019-02,Sydney Metro Contract 14,Adult Single Bus Trip 2,496
2019-02,Sydney Metro Contract 14,Adult Single Bus Trip 3,788
2019-02,Sydney Metro Contract 14,Child/Youth,43791
2019-02,Sydney Metro Contract 14,Child/Youth Single Bus Trip 1,202
2019-02,Sydney Metro Contract 14,Child/Youth Single Bus Trip 2,180
2019-02,Sydney Metro Contract 14,Child/Youth Single Bus Trip 3,134
2019-02,Sydney Metro Contract 14,Concession,21387
2019-02,Sydney Metro Contract 14,Day Pass without SAF,1
2019-02,Sydney Metro Contract 14,Employee,183
2019-02,Sydney Metro Contract 14,Free Travel,537
2019-02,Sydney Metro Contract 14,School Student,100806
2019-02,Sydney Metro Contract 14,Senior/Pensioner,51001
2019-02,Sydney Metro Contract 15,Adult,95214
2019-02,Sydney Metro Contract 15,Adult Single Bus Trip 1,7293
2019-02,Sydney Metro Contract 15,Adult Single Bus Trip 2,2377
2019-02,Sydney Metro Contract 15,Adult Single Bus Trip 3,416
2019-02,Sydney Metro Contract 15,Child/Youth,28663
2019-02,Sydney Metro Contract 15,Child/Youth Single Bus Trip 1,2146
2019-02,Sydney Metro Contract 15,Child/Youth Single Bus Trip 2,819
2019-02,Sydney Metro Contract 15,Child/Youth Single Bus Trip 3,140
2019-02,Sydney Metro Contract 15,Concession,13597
2019-02,Sydney Metro Contract 15,Day Pass Child/Youth w/o SAF,1
2019-02,Sydney Metro Contract 15,Day Pass without SAF,19
2019-02,Sydney Metro Contract 15,Employee,839
2019-02,Sydney Metro Contract 15,Free Travel,948
2019-02,Sydney Metro Contract 15,School Student,138694
2019-02,Sydney Metro Contract 15,Senior/Pensioner,62095
2019-02,Sydney Metro Contract 2,Adult,128690
2019-02,Sydney Metro Contract 2,Adult Single Bus Trip 1,4322
2019-02,Sydney Metro Contract 2,Adult Single Bus Trip 2,2037
2019-02,Sydney Metro Contract 2,Adult Single Bus Trip 3,284
2019-02,Sydney Metro Contract 2,Child/Youth,29396
2019-02,Sydney Metro Contract 2,Child/Youth Single Bus Trip 1,1102
2019-02,Sydney Metro Contract 2,Child/Youth Single Bus Trip 2,589
2019-02,Sydney Metro Contract 2,Child/Youth Single Bus Trip 3,81
2019-02,Sydney Metro Contract 2,Concession,19412
2019-02,Sydney Metro Contract 2,Day Pass Child/Youth w/o SAF,11
2019-02,Sydney Metro Contract 2,Day Pass without SAF,21
2019-02,Sydney Metro Contract 2,Employee,675
2019-02,Sydney Metro Contract 2,Free Travel,1118
2019-02,Sydney Metro Contract 2,School Student,109072
2019-02,Sydney Metro Contract 2,Senior/Pensioner,90956
2019-02,Sydney Metro Contract 3,Adult,445412
2019-02,Sydney Metro Contract 3,Adult Single Bus Trip 1,14831
2019-02,Sydney Metro Contract 3,Adult Single Bus Trip 2,8621
2019-02,Sydney Metro Contract 3,Adult Single Bus Trip 3,1041
2019-02,Sydney Metro Contract 3,Child/Youth,84044
2019-02,Sydney Metro Contract 3,Child/Youth Single Bus Trip 1,3394
2019-02,Sydney Metro Contract 3,Child/Youth Single Bus Trip 2,2041
2019-02,Sydney Metro Contract 3,Child/Youth Single Bus Trip 3,197
2019-02,Sydney Metro Contract 3,Concession,71486
2019-02,Sydney Metro Contract 3,Day Pass without SAF,31
2019-02,Sydney Metro Contract 3,Employee,1622
2019-02,Sydney Metro Contract 3,Free Travel,1899
2019-02,Sydney Metro Contract 3,School Student,175681
2019-02,Sydney Metro Contract 3,Senior/Pensioner,285167
2019-02,Sydney Metro Contract 4,Adult,1423293
2019-02,Sydney Metro Contract 4,Adult Single Bus Trip 1,2943
2019-02,Sydney Metro Contract 4,Adult Single Bus Trip 2,1689
2019-02,Sydney Metro Contract 4,Adult Single Bus Trip 3,5000
2019-02,Sydney Metro Contract 4,Child/Youth,116469
2019-02,Sydney Metro Contract 4,Child/Youth Single Bus Trip 1,507
2019-02,Sydney Metro Contract 4,Child/Youth Single Bus Trip 2,389
2019-02,Sydney Metro Contract 4,Child/Youth Single Bus Trip 3,512
2019-02,Sydney Metro Contract 4,Concession,146329
2019-02,Sydney Metro Contract 4,Day Pass without SAF,59
2019-02,Sydney Metro Contract 4,Employee,3513
2019-02,Sydney Metro Contract 4,Free Travel,2189
2019-02,Sydney Metro Contract 4,School Student,237132
2019-02,Sydney Metro Contract 4,Senior/Pensioner,220375
2019-02,Sydney Metro Contract 5,Adult,145740
2019-02,Sydney Metro Contract 5,Adult Single Bus Trip 1,3829
2019-02,Sydney Metro Contract 5,Adult Single Bus Trip 2,936
2019-02,Sydney Metro Contract 5,Adult Single Bus Trip 3,26
2019-02,Sydney Metro Contract 5,Child/Youth,18725
2019-02,Sydney Metro Contract 5,Child/Youth Single Bus Trip 1,529
2019-02,Sydney Metro Contract 5,Child/Youth Single Bus Trip 2,222
2019-02,Sydney Metro Contract 5,Child/Youth Single Bus Trip 3,1
2019-02,Sydney Metro Contract 5,Concession,15141
2019-02,Sydney Metro Contract 5,Day Pass without SAF,3
2019-02,Sydney Metro Contract 5,Employee,396
2019-02,Sydney Metro Contract 5,Free Travel,446
2019-02,Sydney Metro Contract 5,School Student,38868
2019-02,Sydney Metro Contract 5,Senior/Pensioner,112626
2019-02,Sydney Metro Contract 7,Adult,1927853
2019-02,Sydney Metro Contract 7,Adult Single Bus Trip 1,394
2019-02,Sydney Metro Contract 7,Adult Single Bus Trip 2,380
2019-02,Sydney Metro Contract 7,Adult Single Bus Trip 3,156
2019-02,Sydney Metro Contract 7,Child/Youth,138602
2019-02,Sydney Metro Contract 7,Child/Youth Single Bus Trip 1,61
2019-02,Sydney Metro Contract 7,Child/Youth Single Bus Trip 2,55
2019-02,Sydney Metro Contract 7,Child/Youth Single Bus Trip 3,16
2019-02,Sydney Metro Contract 7,Concession,142707
2019-02,Sydney Metro Contract 7,Day Pass Child/Youth w/o SAF,23
2019-02,Sydney Metro Contract 7,Day Pass without SAF,81
2019-02,Sydney Metro Contract 7,Employee,11328
2019-02,Sydney Metro Contract 7,Free Travel,3723
2019-02,Sydney Metro Contract 7,School Student,217183
2019-02,Sydney Metro Contract 7,Senior/Pensioner,374719
2019-02,Sydney Metro Contract 8,Adult,1744439
2019-02,Sydney Metro Contract 8,Adult Single Bus Trip 1,2948
2019-02,Sydney Metro Contract 8,Adult Single Bus Trip 2,1841
2019-02,Sydney Metro Contract 8,Adult Single Bus Trip 3,720
2019-02,Sydney Metro Contract 8,Child/Youth,169104
2019-02,Sydney Metro Contract 8,Child/Youth Single Bus Trip 1,846
2019-02,Sydney Metro Contract 8,Child/Youth Single Bus Trip 2,519
2019-02,Sydney Metro Contract 8,Child/Youth Single Bus Trip 3,160
2019-02,Sydney Metro Contract 8,Concession,90816
2019-02,Sydney Metro Contract 8,Day Pass without SAF,31
2019-02,Sydney Metro Contract 8,Employee,13605
2019-02,Sydney Metro Contract 8,Free Travel,3690
2019-02,Sydney Metro Contract 8,School Student,215980
2019-02,Sydney Metro Contract 8,Senior/Pensioner,305386
2019-02,Sydney Metro Contract 9,Adult,4248036
2019-02,Sydney Metro Contract 9,Adult Single Bus Trip 1,4543
2019-02,Sydney Metro Contract 9,Adult Single Bus Trip 2,2689
2019-02,Sydney Metro Contract 9,Adult Single Bus Trip 3,162
2019-02,Sydney Metro Contract 9,Child/Youth,192773
2019-02,Sydney Metro Contract 9,Child/Youth Single Bus Trip 1,342
2019-02,Sydney Metro Contract 9,Child/Youth Single Bus Trip 2,215
2019-02,Sydney Metro Contract 9,Child/Youth Single Bus Trip 3,10
2019-02,Sydney Metro Contract 9,Concession,381440
2019-02,Sydney Metro Contract 9,Day Pass without SAF,45
2019-02,Sydney Metro Contract 9,Employee,20603
2019-02,Sydney Metro Contract 9,Free Travel,6843
2019-02,Sydney Metro Contract 9,School Student,91119
2019-02,Sydney Metro Contract 9,Senior/Pensioner,713535
2019-02,UNKNOWN,Adult,1460
2019-02,UNKNOWN,Child/Youth,115
2019-02,UNKNOWN,Concession,108
2019-02,UNKNOWN,Employee,6
2019-02,UNKNOWN,Free Travel,5
2019-02,UNKNOWN,School Student,505
2019-02,UNKNOWN,Senior/Pensioner,547
2019-03,NISC 1,Adult,143805
2019-03,NISC 1,Adult Single Bus Trip 1,7303
2019-03,NISC 1,Adult Single Bus Trip 2,4745
2019-03,NISC 1,Adult Single Bus Trip 3,981
2019-03,NISC 1,Child/Youth,27298
2019-03,NISC 1,Child/Youth Single Bus Trip 1,1185
2019-03,NISC 1,Child/Youth Single Bus Trip 2,1105
2019-03,NISC 1,Child/Youth Single Bus Trip 3,300
2019-03,NISC 1,Concession,36481
2019-03,NISC 1,Day Pass Child/Youth w/o SAF,5
2019-03,NISC 1,Day Pass without SAF,69
2019-03,NISC 1,Employee,3083
2019-03,NISC 1,Free Travel,1330
2019-03,NISC 1,On Demand,2807
2019-03,NISC 1,Other,0
2019-03,NISC 1,School Student,86369
2019-03,NISC 1,Senior/Pensioner,138898
2019-03,Outer Sydney Metro Contract 1,Adult,4371
2019-03,Outer Sydney Metro Contract 1,Adult Single Bus Trip 1,176
2019-03,Outer Sydney Metro Contract 1,Adult Single Bus Trip 2,241
2019-03,Outer Sydney Metro Contract 1,Adult Single Bus Trip 3,722
2019-03,Outer Sydney Metro Contract 1,Child/Youth,2686
2019-03,Outer Sydney Metro Contract 1,Child/Youth Single Bus Trip 1,35
2019-03,Outer Sydney Metro Contract 1,Child/Youth Single Bus Trip 2,58
2019-03,Outer Sydney Metro Contract 1,Child/Youth Single Bus Trip 3,211
2019-03,Outer Sydney Metro Contract 1,Concession,1556
2019-03,Outer Sydney Metro Contract 1,Day Pass without SAF,32
2019-03,Outer Sydney Metro Contract 1,Employee,11
2019-03,Outer Sydney Metro Contract 1,Free Travel,117
2019-03,Outer Sydney Metro Contract 1,School Student,41901
2019-03,Outer Sydney Metro Contract 1,Senior/Pensioner,7883
2019-03,Outer Sydney Metro Contract 10,Adult,59710
2019-03,Outer Sydney Metro Contract 10,Adult Single Bus Trip 1,6362
2019-03,Outer Sydney Metro Contract 10,Adult Single Bus Trip 2,4790
2019-03,Outer Sydney Metro Contract 10,Adult Single Bus Trip 3,1639
2019-03,Outer Sydney Metro Contract 10,Child/Youth,26561
2019-03,Outer Sydney Metro Contract 10,Child/Youth Single Bus Trip 1,2158
2019-03,Outer Sydney Metro Contract 10,Child/Youth Single Bus Trip 2,1411
2019-03,Outer Sydney Metro Contract 10,Child/Youth Single Bus Trip 3,355
2019-03,Outer Sydney Metro Contract 10,Concession,15580
2019-03,Outer Sydney Metro Contract 10,Day Pass without SAF,65
2019-03,Outer Sydney Metro Contract 10,Employee,143
2019-03,Outer Sydney Metro Contract 10,Free Travel,1130
2019-03,Outer Sydney Metro Contract 10,School Student,210780
2019-03,Outer Sydney Metro Contract 10,Senior/Pensioner,109521
2019-03,Outer Sydney Metro Contract 11,Adult,787
2019-03,Outer Sydney Metro Contract 11,Adult Single Bus Trip 1,48
2019-03,Outer Sydney Metro Contract 11,Adult Single Bus Trip 2,46
2019-03,Outer Sydney Metro Contract 11,Adult Single Bus Trip 3,7
2019-03,Outer Sydney Metro Contract 11,Child/Youth,478
2019-03,Outer Sydney Metro Contract 11,Child/Youth Single Bus Trip 1,15
2019-03,Outer Sydney Metro Contract 11,Child/Youth Single Bus Trip 2,19
2019-03,Outer Sydney Metro Contract 11,Child/Youth Single Bus Trip 3,12
2019-03,Outer Sydney Metro Contract 11,Concession,187
2019-03,Outer Sydney Metro Contract 11,Day Pass without SAF,1
2019-03,Outer Sydney Metro Contract 11,Employee,11
2019-03,Outer Sydney Metro Contract 11,Free Travel,22
2019-03,Outer Sydney Metro Contract 11,School Student,6544
2019-03,Outer Sydney Metro Contract 11,Senior/Pensioner,962
2019-03,Outer Sydney Metro Contract 12,Adult,15821
2019-03,Outer Sydney Metro Contract 12,Adult Single Bus Trip 1,919
2019-03,Outer Sydney Metro Contract 12,Adult Single Bus Trip 2,973
2019-03,Outer Sydney Metro Contract 12,Adult Single Bus Trip 3,348
2019-03,Outer Sydney Metro Contract 12,Child/Youth,5127
2019-03,Outer Sydney Metro Contract 12,Child/Youth Single Bus Trip 1,343
2019-03,Outer Sydney Metro Contract 12,Child/Youth Single Bus Trip 2,232
2019-03,Outer Sydney Metro Contract 12,Child/Youth Single Bus Trip 3,159
2019-03,Outer Sydney Metro Contract 12,Concession,3689
2019-03,Outer Sydney Metro Contract 12,Day Pass without SAF,7
2019-03,Outer Sydney Metro Contract 12,Employee,117
2019-03,Outer Sydney Metro Contract 12,Free Travel,259
2019-03,Outer Sydney Metro Contract 12,School Student,26411
2019-03,Outer Sydney Metro Contract 12,Senior/Pensioner,20554
2019-03,Outer Sydney Metro Contract 2,Adult,15496
2019-03,Outer Sydney Metro Contract 2,Adult Single Bus Trip 1,1960
2019-03,Outer Sydney Metro Contract 2,Adult Single Bus Trip 2,1255
2019-03,Outer Sydney Metro Contract 2,Adult Single Bus Trip 3,847
2019-03,Outer Sydney Metro Contract 2,Child/Youth,8183
2019-03,Outer Sydney Metro Contract 2,Child/Youth Single Bus Trip 1,389
2019-03,Outer Sydney Metro Contract 2,Child/Youth Single Bus Trip 2,354
2019-03,Outer Sydney Metro Contract 2,Child/Youth Single Bus Trip 3,342
2019-03,Outer Sydney Metro Contract 2,Concession,4250
2019-03,Outer Sydney Metro Contract 2,Day Pass without SAF,5
2019-03,Outer Sydney Metro Contract 2,Employee,19
2019-03,Outer Sydney Metro Contract 2,Free Travel,572
2019-03,Outer Sydney Metro Contract 2,School Student,82400
2019-03,Outer Sydney Metro Contract 2,Senior/Pensioner,31159
2019-03,Outer Sydney Metro Contract 3,Adult,7594
2019-03,Outer Sydney Metro Contract 3,Adult Single Bus Trip 1,478
2019-03,Outer Sydney Metro Contract 3,Adult Single Bus Trip 2,697
2019-03,Outer Sydney Metro Contract 3,Adult Single Bus Trip 3,1056
2019-03,Outer Sydney Metro Contract 3,Child/Youth,2015
2019-03,Outer Sydney Metro Contract 3,Child/Youth Single Bus Trip 1,87
2019-03,Outer Sydney Metro Contract 3,Child/Youth Single Bus Trip 2,407
2019-03,Outer Sydney Metro Contract 3,Child/Youth Single Bus Trip 3,309
2019-03,Outer Sydney Metro Contract 3,Concession,1351
2019-03,Outer Sydney Metro Contract 3,Day Pass Child/Youth w/o SAF,1
2019-03,Outer Sydney Metro Contract 3,Employee,26
2019-03,Outer Sydney Metro Contract 3,Free Travel,169
2019-03,Outer Sydney Metro Contract 3,School Student,22752
2019-03,Outer Sydney Metro Contract 3,Senior/Pensioner,9156
2019-03,Outer Sydney Metro Contract 4,Adult,20395
2019-03,Outer Sydney Metro Contract 4,Adult Single Bus Trip 1,1351
2019-03,Outer Sydney Metro Contract 4,Adult Single Bus Trip 2,1196
2019-03,Outer Sydney Metro Contract 4,Adult Single Bus Trip 3,230
2019-03,Outer Sydney Metro Contract 4,Child/Youth,6449
2019-03,Outer Sydney Metro Contract 4,Child/Youth Single Bus Trip 1,275
2019-03,Outer Sydney Metro Contract 4,Child/Youth Single Bus Trip 2,398
2019-03,Outer Sydney Metro Contract 4,Child/Youth Single Bus Trip 3,146
2019-03,Outer Sydney Metro Contract 4,Concession,7299
2019-03,Outer Sydney Metro Contract 4,Day Pass Child/Youth w/o SAF,1
2019-03,Outer Sydney Metro Contract 4,Day Pass without SAF,4
2019-03,Outer Sydney Metro Contract 4,Employee,104
2019-03,Outer Sydney Metro Contract 4,Free Travel,321
2019-03,Outer Sydney Metro Contract 4,School Student,21972
2019-03,Outer Sydney Metro Contract 4,Senior/Pensioner,26957
2019-03,Outer Sydney Metro Contract 6,Adult,105027
2019-03,Outer Sydney Metro Contract 6,Adult Single Bus Trip 1,5909
2019-03,Outer Sydney Metro Contract 6,Adult Single Bus Trip 2,4272
2019-03,Outer Sydney Metro Contract 6,Adult Single Bus Trip 3,858
2019-03,Outer Sydney Metro Contract 6,Child/Youth,32746
2019-03,Outer Sydney Metro Contract 6,Child/Youth Single Bus Trip 1,1930
2019-03,Outer Sydney Metro Contract 6,Child/Youth Single Bus Trip 2,1980
2019-03,Outer Sydney Metro Contract 6,Child/Youth Single Bus Trip 3,453
2019-03,Outer Sydney Metro Contract 6,Concession,17616
2019-03,Outer Sydney Metro Contract 6,Day Pass without SAF,107
2019-03,Outer Sydney Metro Contract 6,Employee,1197
2019-03,Outer Sydney Metro Contract 6,Free Travel,2126
2019-03,Outer Sydney Metro Contract 6,School Student,176956
2019-03,Outer Sydney Metro Contract 6,Senior/Pensioner,130152
2019-03,Outer Sydney Metro Contract 7,Adult,47885
2019-03,Outer Sydney Metro Contract 7,Adult Single Bus Trip 1,2611
2019-03,Outer Sydney Metro Contract 7,Adult Single Bus Trip 2,1470
2019-03,Outer Sydney Metro Contract 7,Adult Single Bus Trip 3,1231
2019-03,Outer Sydney Metro Contract 7,Child/Youth,15907
2019-03,Outer Sydney Metro Contract 7,Child/Youth Single Bus Trip 1,1031
2019-03,Outer Sydney Metro Contract 7,Child/Youth Single Bus Trip 2,1053
2019-03,Outer Sydney Metro Contract 7,Child/Youth Single Bus Trip 3,668
2019-03,Outer Sydney Metro Contract 7,Concession,8389
2019-03,Outer Sydney Metro Contract 7,Day Pass without SAF,57
2019-03,Outer Sydney Metro Contract 7,Employee,251
2019-03,Outer Sydney Metro Contract 7,Free Travel,745
2019-03,Outer Sydney Metro Contract 7,School Student,81529
2019-03,Outer Sydney Metro Contract 7,Senior/Pensioner,60364
2019-03,Outer Sydney Metro Contract 8,Adult,39193
2019-03,Outer Sydney Metro Contract 8,Adult Single Bus Trip 1,1065
2019-03,Outer Sydney Metro Contract 8,Adult Single Bus Trip 2,231
2019-03,Outer Sydney Metro Contract 8,Adult Single Bus Trip 3,47
2019-03,Outer Sydney Metro Contract 8,Child/Youth,7760
2019-03,Outer Sydney Metro Contract 8,Child/Youth Single Bus Trip 1,51
2019-03,Outer Sydney Metro Contract 8,Child/Youth Single Bus Trip 2,65
2019-03,Outer Sydney Metro Contract 8,Child/Youth Single Bus Trip 3,1
2019-03,Outer Sydney Metro Contract 8,Concession,2269
2019-03,Outer Sydney Metro Contract 8,Employee,70
2019-03,Outer Sydney Metro Contract 8,Free Travel,193
2019-03,Outer Sydney Metro Contract 8,School Student,63173
2019-03,Outer Sydney Metro Contract 8,Senior/Pensioner,18376
2019-03,Outer Sydney Metro Contract 9,Adult,7058
2019-03,Outer Sydney Metro Contract 9,Adult Single Bus Trip 1,155
2019-03,Outer Sydney Metro Contract 9,Adult Single Bus Trip 2,124
2019-03,Outer Sydney Metro Contract 9,Adult Single Bus Trip 3,63
2019-03,Outer Sydney Metro Contract 9,Child/Youth,1825
2019-03,Outer Sydney Metro Contract 9,Child/Youth Single Bus Trip 1,86
2019-03,Outer Sydney Metro Contract 9,Child/Youth Single Bus Trip 2,16
2019-03,Outer Sydney Metro Contract 9,Child/Youth Single Bus Trip 3,20
2019-03,Outer Sydney Metro Contract 9,Concession,692
2019-03,Outer Sydney Metro Contract 9,Day Pass without SAF,1
2019-03,Outer Sydney Metro Contract 9,Employee,97
2019-03,Outer Sydney Metro Contract 9,Free Travel,111
2019-03,Outer Sydney Metro Contract 9,School Student,20496
2019-03,Outer Sydney Metro Contract 9,Senior/Pensioner,3847
2019-03,SBSC Contract 6,Adult,3746945
2019-03,SBSC Contract 6,Adult Single Bus Trip 1,3806
2019-03,SBSC Contract 6,Adult Single Bus Trip 2,1697
2019-03,SBSC Contract 6,Adult Single Bus Trip 3,225
2019-03,SBSC Contract 6,Child/Youth,175448
2019-03,SBSC Contract 6,Child/Youth Single Bus Trip 1,364
2019-03,SBSC Contract 6,Child/Youth Single Bus Trip 2,166
2019-03,SBSC Contract 6,Child/Youth Single Bus Trip 3,33
2019-03,SBSC Contract 6,Concession,511567
2019-03,SBSC Contract 6,Day Pass Child/Youth w/o SAF,22
2019-03,SBSC Contract 6,Day Pass without SAF,117
2019-03,SBSC Contract 6,Employee,26559
2019-03,SBSC Contract 6,Free Travel,7546
2019-03,SBSC Contract 6,On Demand,6960
2019-03,SBSC Contract 6,School Student,177516
2019-03,SBSC Contract 6,Senior/Pensioner,849506
2019-03,Sydney Metro Contract 1,Adult,540057
2019-03,Sydney Metro Contract 1,Adult Single Bus Trip 1,17016
2019-03,Sydney Metro Contract 1,Adult Single Bus Trip 2,8561
2019-03,Sydney Metro Contract 1,Adult Single Bus Trip 3,810
2019-03,Sydney Metro Contract 1,Child/Youth,89238
2019-03,Sydney Metro Contract 1,Child/Youth Single Bus Trip 1,4017
2019-03,Sydney Metro Contract 1,Child/Youth Single Bus Trip 2,2787
2019-03,Sydney Metro Contract 1,Child/Youth Single Bus Trip 3,310
2019-03,Sydney Metro Contract 1,Concession,87022
2019-03,Sydney Metro Contract 1,Day Pass Child/Youth w/o SAF,10
2019-03,Sydney Metro Contract 1,Day Pass without SAF,128
2019-03,Sydney Metro Contract 1,Employee,2905
2019-03,Sydney Metro Contract 1,Free Travel,2136
2019-03,Sydney Metro Contract 1,School Student,335098
2019-03,Sydney Metro Contract 1,Senior/Pensioner,242478
2019-03,Sydney Metro Contract 10,Adult,325870
2019-03,Sydney Metro Contract 10,Adult Single Bus Trip 1,3532
2019-03,Sydney Metro Contract 10,Adult Single Bus Trip 2,1264
2019-03,Sydney Metro Contract 10,Adult Single Bus Trip 3,132
2019-03,Sydney Metro Contract 10,Child/Youth,58701
2019-03,Sydney Metro Contract 10,Child/Youth Single Bus Trip 1,921
2019-03,Sydney Metro Contract 10,Child/Youth Single Bus Trip 2,418
2019-03,Sydney Metro Contract 10,Child/Youth Single Bus Trip 3,36
