Year_Month,Contract_region,Card_type,Trip
2021-10,Outer Sydney Metro Contract 4,School Student,2483
2021-10,Outer Sydney Metro Contract 4,Senior/Pensioner,11692
2021-10,Outer Sydney Metro Contract 6,Adult,37049
2021-10,Outer Sydney Metro Contract 6,Adult Single Bus Trip 1,1
2021-10,Outer Sydney Metro Contract 6,CTP,25491
2021-10,Outer Sydney Metro Contract 6,Child/Youth,12055
2021-10,Outer Sydney Metro Contract 6,Concession,4085
2021-10,Outer Sydney Metro Contract 6,Day Pass Child/Youth w/o SAF,2
2021-10,Outer Sydney Metro Contract 6,Day Pass without SAF,9
2021-10,Outer Sydney Metro Contract 6,Employee,972
2021-10,Outer Sydney Metro Contract 6,Free Travel,884
2021-10,Outer Sydney Metro Contract 6,School Student,18314
2021-10,Outer Sydney Metro Contract 6,Senior/Pensioner,62586
2021-10,Outer Sydney Metro Contract 7,Adult,18154
2021-10,Outer Sydney Metro Contract 7,CTP,12928
2021-10,Outer Sydney Metro Contract 7,Child/Youth,6521
2021-10,Outer Sydney Metro Contract 7,Concession,2247
2021-10,Outer Sydney Metro Contract 7,Day Pass without SAF,16
2021-10,Outer Sydney Metro Contract 7,Employee,82
2021-10,Outer Sydney Metro Contract 7,Free Travel,479
2021-10,Outer Sydney Metro Contract 7,School Student,18821
2021-10,Outer Sydney Metro Contract 7,Senior/Pensioner,28666
2021-10,Outer Sydney Metro Contract 8,Adult,5496
2021-10,Outer Sydney Metro Contract 8,Adult Single Bus Trip 1,1
2021-10,Outer Sydney Metro Contract 8,CTP,2947
2021-10,Outer Sydney Metro Contract 8,Child/Youth,1157
2021-10,Outer Sydney Metro Contract 8,Concession,425
2021-10,Outer Sydney Metro Contract 8,Day Pass without SAF,2
2021-10,Outer Sydney Metro Contract 8,Employee,64
2021-10,Outer Sydney Metro Contract 8,Free Travel,109
2021-10,Outer Sydney Metro Contract 8,School Student,9576
2021-10,Outer Sydney Metro Contract 8,Senior/Pensioner,8899
2021-10,Outer Sydney Metro Contract 9,Adult,1478
2021-10,Outer Sydney Metro Contract 9,CTP,1060
2021-10,Outer Sydney Metro Contract 9,Child/Youth,624
2021-10,Outer Sydney Metro Contract 9,Concession,70
2021-10,Outer Sydney Metro Contract 9,Day Pass without SAF,1
2021-10,Outer Sydney Metro Contract 9,Employee,8
2021-10,Outer Sydney Metro Contract 9,Free Travel,77
2021-10,Outer Sydney Metro Contract 9,School Student,4027
2021-10,Outer Sydney Metro Contract 9,Senior/Pensioner,1556
2021-10,SBSC Contract 6,Adult,688415
2021-10,SBSC Contract 6,Adult Single Bus Trip 1,50
2021-10,SBSC Contract 6,Adult Single Bus Trip 2,15
2021-10,SBSC Contract 6,Adult Single Bus Trip 3,3
2021-10,SBSC Contract 6,CTP,406121
2021-10,SBSC Contract 6,Child/Youth,44197
2021-10,SBSC Contract 6,Child/Youth Single Bus Trip 2,2
2021-10,SBSC Contract 6,Concession,74964
2021-10,SBSC Contract 6,Day Pass without SAF,49
2021-10,SBSC Contract 6,Employee,9667
2021-10,SBSC Contract 6,Free Travel,2813
2021-10,SBSC Contract 6,On Demand,2127
2021-10,SBSC Contract 6,School Student,25917
2021-10,SBSC Contract 6,Senior/Pensioner,371027
2021-10,Sydney Metro Contract 1,Adult,160106
2021-10,Sydney Metro Contract 1,Adult Single Bus Trip 1,3
2021-10,Sydney Metro Contract 1,CTP,70866
2021-10,Sydney Metro Contract 1,Child/Youth,24354
2021-10,Sydney Metro Contract 1,Child/Youth Single Bus Trip 2,1
2021-10,Sydney Metro Contract 1,Concession,14276
2021-10,Sydney Metro Contract 1,Day Pass without SAF,54
2021-10,Sydney Metro Contract 1,Employee,899
2021-10,Sydney Metro Contract 1,Free Travel,833
2021-10,Sydney Metro Contract 1,On Demand,5927
2021-10,Sydney Metro Contract 1,School Student,34580
2021-10,Sydney Metro Contract 1,Senior/Pensioner,114932
2021-10,Sydney Metro Contract 10,Adult,82954
2021-10,Sydney Metro Contract 10,Adult Single Bus Trip 1,2
2021-10,Sydney Metro Contract 10,Adult Single Bus Trip 3,1
2021-10,Sydney Metro Contract 10,CTP,36419
2021-10,Sydney Metro Contract 10,Child/Youth,15285
2021-10,Sydney Metro Contract 10,Concession,7457
2021-10,Sydney Metro Contract 10,Day Pass without SAF,16
2021-10,Sydney Metro Contract 10,Employee,480
2021-10,Sydney Metro Contract 10,Free Travel,597
2021-10,Sydney Metro Contract 10,School Student,29010
2021-10,Sydney Metro Contract 10,Senior/Pensioner,72755
2021-10,Sydney Metro Contract 12,Adult,23786
2021-10,Sydney Metro Contract 12,Adult Single Bus Trip 1,4
2021-10,Sydney Metro Contract 12,CTP,8598
2021-10,Sydney Metro Contract 12,Child/Youth,7988
2021-10,Sydney Metro Contract 12,Concession,2829
2021-10,Sydney Metro Contract 12,Day Pass without SAF,1
2021-10,Sydney Metro Contract 12,Employee,189
2021-10,Sydney Metro Contract 12,Free Travel,164
2021-10,Sydney Metro Contract 12,School Student,28196
2021-10,Sydney Metro Contract 12,Senior/Pensioner,13720
2021-10,Sydney Metro Contract 13,Adult,107178
2021-10,Sydney Metro Contract 13,Adult Single Bus Trip 1,1
2021-10,Sydney Metro Contract 13,Adult Single Bus Trip 2,13
2021-10,Sydney Metro Contract 13,Adult Single Bus Trip 3,4
2021-10,Sydney Metro Contract 13,CTP,39641
2021-10,Sydney Metro Contract 13,Child/Youth,11982
2021-10,Sydney Metro Contract 13,Child/Youth Single Bus Trip 2,13
2021-10,Sydney Metro Contract 13,Child/Youth Single Bus Trip 3,3
2021-10,Sydney Metro Contract 13,Concession,9494
2021-10,Sydney Metro Contract 13,Day Pass without SAF,24
2021-10,Sydney Metro Contract 13,Employee,419
2021-10,Sydney Metro Contract 13,Free Travel,603
2021-10,Sydney Metro Contract 13,School Student,16410
2021-10,Sydney Metro Contract 13,Senior/Pensioner,94764
2021-10,Sydney Metro Contract 14,Adult,70835
2021-10,Sydney Metro Contract 14,CTP,34580
2021-10,Sydney Metro Contract 14,Child/Youth,16226
2021-10,Sydney Metro Contract 14,Child/Youth Single Bus Trip 1,1
2021-10,Sydney Metro Contract 14,Child/Youth Single Bus Trip 2,2
2021-10,Sydney Metro Contract 14,Concession,6362
2021-10,Sydney Metro Contract 14,Employee,37
2021-10,Sydney Metro Contract 14,Free Travel,257
2021-10,Sydney Metro Contract 14,School Student,17290
2021-10,Sydney Metro Contract 14,Senior/Pensioner,23342
2021-10,Sydney Metro Contract 15,Adult,34283
2021-10,Sydney Metro Contract 15,Adult Single Bus Trip 2,1
2021-10,Sydney Metro Contract 15,CTP,17464
2021-10,Sydney Metro Contract 15,Child/Youth,8313
2021-10,Sydney Metro Contract 15,Concession,3942
2021-10,Sydney Metro Contract 15,Day Pass without SAF,3
2021-10,Sydney Metro Contract 15,Employee,341
2021-10,Sydney Metro Contract 15,Free Travel,515
2021-10,Sydney Metro Contract 15,School Student,14789
2021-10,Sydney Metro Contract 15,Senior/Pensioner,31127
2021-10,Sydney Metro Contract 2,Adult,46882
2021-10,Sydney Metro Contract 2,Adult Single Bus Trip 2,1
2021-10,Sydney Metro Contract 2,CTP,19173
2021-10,Sydney Metro Contract 2,Child/Youth,7423
2021-10,Sydney Metro Contract 2,Concession,4424
2021-10,Sydney Metro Contract 2,Day Pass without SAF,19
2021-10,Sydney Metro Contract 2,Employee,271
2021-10,Sydney Metro Contract 2,Free Travel,367
2021-10,Sydney Metro Contract 2,School Student,10945
2021-10,Sydney Metro Contract 2,Senior/Pensioner,46944
2021-10,Sydney Metro Contract 3,Adult,134710
2021-10,Sydney Metro Contract 3,Adult Single Bus Trip 1,3
2021-10,Sydney Metro Contract 3,CTP,55927
2021-10,Sydney Metro Contract 3,Child/Youth,20108
2021-10,Sydney Metro Contract 3,Concession,15445
2021-10,Sydney Metro Contract 3,Day Pass without SAF,42
2021-10,Sydney Metro Contract 3,Employee,598
2021-10,Sydney Metro Contract 3,Free Travel,620
2021-10,Sydney Metro Contract 3,School Student,19344
2021-10,Sydney Metro Contract 3,Senior/Pensioner,139879
2021-10,Sydney Metro Contract 4,Adult,221325
2021-10,Sydney Metro Contract 4,Adult Single Bus Trip 1,7
2021-10,Sydney Metro Contract 4,Adult Single Bus Trip 3,1
2021-10,Sydney Metro Contract 4,CTP,95793
2021-10,Sydney Metro Contract 4,Child/Youth,26515
2021-10,Sydney Metro Contract 4,Concession,26738
2021-10,Sydney Metro Contract 4,Day Pass without SAF,25
2021-10,Sydney Metro Contract 4,Employee,1166
2021-10,Sydney Metro Contract 4,Free Travel,639
2021-10,Sydney Metro Contract 4,On Demand,598
2021-10,Sydney Metro Contract 4,School Student,43497
2021-10,Sydney Metro Contract 4,Senior/Pensioner,86715
2021-10,Sydney Metro Contract 5,Adult,49124
2021-10,Sydney Metro Contract 5,Adult Single Bus Trip 1,3
2021-10,Sydney Metro Contract 5,Adult Single Bus Trip 2,1
2021-10,Sydney Metro Contract 5,CTP,18640
2021-10,Sydney Metro Contract 5,Child/Youth,5042
2021-10,Sydney Metro Contract 5,Concession,4938
2021-10,Sydney Metro Contract 5,Day Pass without SAF,5
2021-10,Sydney Metro Contract 5,Employee,390
2021-10,Sydney Metro Contract 5,Free Travel,256
2021-10,Sydney Metro Contract 5,School Student,5463
2021-10,Sydney Metro Contract 5,Senior/Pensioner,59176
2021-10,Sydney Metro Contract 7,Adult,386886
2021-10,Sydney Metro Contract 7,Adult Single Bus Trip 1,10
2021-10,Sydney Metro Contract 7,Adult Single Bus Trip 2,4
2021-10,Sydney Metro Contract 7,Adult Single Bus Trip 3,3
2021-10,Sydney Metro Contract 7,CTP,188943
2021-10,Sydney Metro Contract 7,Child/Youth,35226
2021-10,Sydney Metro Contract 7,Concession,34539
2021-10,Sydney Metro Contract 7,Day Pass without SAF,106
2021-10,Sydney Metro Contract 7,Employee,4235
2021-10,Sydney Metro Contract 7,Free Travel,1184
2021-10,Sydney Metro Contract 7,School Student,37945
2021-10,Sydney Metro Contract 7,Senior/Pensioner,158286
2021-10,Sydney Metro Contract 8,Adult,405156
2021-10,Sydney Metro Contract 8,Adult Single Bus Trip 1,10
2021-10,Sydney Metro Contract 8,Adult Single Bus Trip 2,3
2021-10,Sydney Metro Contract 8,Adult Single Bus Trip 3,1
2021-10,Sydney Metro Contract 8,CTP,276785
2021-10,Sydney Metro Contract 8,Child/Youth,69169
2021-10,Sydney Metro Contract 8,Concession,28061
2021-10,Sydney Metro Contract 8,Day Pass without SAF,7
2021-10,Sydney Metro Contract 8,Employee,7000
2021-10,Sydney Metro Contract 8,Free Travel,1797
2021-10,Sydney Metro Contract 8,School Student,40294
2021-10,Sydney Metro Contract 8,Senior/Pensioner,152540
2021-10,Sydney Metro Contract 9,Adult,682535
2021-10,Sydney Metro Contract 9,Adult Single Bus Trip 1,22
2021-10,Sydney Metro Contract 9,CTP,568679
2021-10,Sydney Metro Contract 9,Child/Youth,39281
2021-10,Sydney Metro Contract 9,Concession,58392
2021-10,Sydney Metro Contract 9,Day Pass without SAF,18
2021-10,Sydney Metro Contract 9,Employee,7098
2021-10,Sydney Metro Contract 9,Free Travel,2940
2021-10,Sydney Metro Contract 9,School Student,12185
2021-10,Sydney Metro Contract 9,Senior/Pensioner,334602
2021-10,UNKNOWN,Adult,1564
2021-10,UNKNOWN,CTP,722
2021-10,UNKNOWN,Child/Youth,214
2021-10,UNKNOWN,Concession,153
2021-10,UNKNOWN,Employee,12
2021-10,UNKNOWN,Free Travel,4
2021-10,UNKNOWN,Senior/Pensioner,899
2021-11,Greater Sydney Contract 8,Adult,563187
2021-11,Greater Sydney Contract 8,Adult Single Bus Trip 1,10
2021-11,Greater Sydney Contract 8,Adult Single Bus Trip 2,6
2021-11,Greater Sydney Contract 8,Adult Single Bus Trip 3,3
2021-11,Greater Sydney Contract 8,CTP,386641
2021-11,Greater Sydney Contract 8,Child/Youth,79246
2021-11,Greater Sydney Contract 8,Concession,41399
2021-11,Greater Sydney Contract 8,Day Pass without SAF,4
2021-11,Greater Sydney Contract 8,Employee,8812
2021-11,Greater Sydney Contract 8,Free Travel,2315
2021-11,Greater Sydney Contract 8,School Student,132987
2021-11,Greater Sydney Contract 8,Senior/Pensioner,206492
2021-11,NISC 1,Adult,50684
2021-11,NISC 1,Adult Single Bus Trip 1,4
2021-11,NISC 1,Adult Single Bus Trip 2,2
2021-11,NISC 1,Adult Single Bus Trip 3,1
2021-11,NISC 1,CTP,43566
2021-11,NISC 1,Child/Youth,10117
2021-11,NISC 1,Concession,9193
2021-11,NISC 1,Day Pass without SAF,19
2021-11,NISC 1,Employee,1359
2021-11,NISC 1,Free Travel,642
2021-11,NISC 1,On Demand,3957
2021-11,NISC 1,School Student,19601
2021-11,NISC 1,Senior/Pensioner,80095
2021-11,Outer Sydney Metro Contract 1,Adult,2295
2021-11,Outer Sydney Metro Contract 1,CTP,1899
2021-11,Outer Sydney Metro Contract 1,Child/Youth,1074
2021-11,Outer Sydney Metro Contract 1,Concession,318
2021-11,Outer Sydney Metro Contract 1,Day Pass without SAF,36
2021-11,Outer Sydney Metro Contract 1,Employee,15
2021-11,Outer Sydney Metro Contract 1,Free Travel,46
2021-11,Outer Sydney Metro Contract 1,School Student,15098
2021-11,Outer Sydney Metro Contract 1,Senior/Pensioner,4616
2021-11,Outer Sydney Metro Contract 10,Adult,29479
2021-11,Outer Sydney Metro Contract 10,Adult Single Bus Trip 1,4
2021-11,Outer Sydney Metro Contract 10,CTP,22125
2021-11,Outer Sydney Metro Contract 10,Child/Youth,17241
2021-11,Outer Sydney Metro Contract 10,Concession,5120
2021-11,Outer Sydney Metro Contract 10,Day Pass without SAF,28
2021-11,Outer Sydney Metro Contract 10,Employee,109
2021-11,Outer Sydney Metro Contract 10,Free Travel,454
2021-11,Outer Sydney Metro Contract 10,School Student,159795
2021-11,Outer Sydney Metro Contract 10,Senior/Pensioner,65095
2021-11,Outer Sydney Metro Contract 11,Adult,379
2021-11,Outer Sydney Metro Contract 11,CTP,258
2021-11,Outer Sydney Metro Contract 11,Child/Youth,197
2021-11,Outer Sydney Metro Contract 11,Concession,66
2021-11,Outer Sydney Metro Contract 11,Employee,19
2021-11,Outer Sydney Metro Contract 11,Free Travel,14
2021-11,Outer Sydney Metro Contract 11,School Student,1462
2021-11,Outer Sydney Metro Contract 11,Senior/Pensioner,532
2021-11,Outer Sydney Metro Contract 12,Adult,6545
2021-11,Outer Sydney Metro Contract 12,CTP,5903
2021-11,Outer Sydney Metro Contract 12,Child/Youth,3339
2021-11,Outer Sydney Metro Contract 12,Concession,1100
2021-11,Outer Sydney Metro Contract 12,Day Pass without SAF,1
2021-11,Outer Sydney Metro Contract 12,Employee,78
2021-11,Outer Sydney Metro Contract 12,Free Travel,129
2021-11,Outer Sydney Metro Contract 12,School Student,21407
2021-11,Outer Sydney Metro Contract 12,Senior/Pensioner,12710
2021-11,Outer Sydney Metro Contract 2,Adult,7813
2021-11,Outer Sydney Metro Contract 2,Adult Single Bus Trip 1,4
2021-11,Outer Sydney Metro Contract 2,Adult Single Bus Trip 2,1
2021-11,Outer Sydney Metro Contract 2,Adult Single Bus Trip 3,1
2021-11,Outer Sydney Metro Contract 2,CTP,7524
2021-11,Outer Sydney Metro Contract 2,Child/Youth,4168
2021-11,Outer Sydney Metro Contract 2,Child/Youth Single Bus Trip 2,2
2021-11,Outer Sydney Metro Contract 2,Concession,1595
2021-11,Outer Sydney Metro Contract 2,Day Pass without SAF,5
2021-11,Outer Sydney Metro Contract 2,Employee,75
2021-11,Outer Sydney Metro Contract 2,Free Travel,300
2021-11,Outer Sydney Metro Contract 2,School Student,21528
2021-11,Outer Sydney Metro Contract 2,Senior/Pensioner,17207
2021-11,Outer Sydney Metro Contract 3,Adult,3102
2021-11,Outer Sydney Metro Contract 3,CTP,4389
2021-11,Outer Sydney Metro Contract 3,Child/Youth,1251
2021-11,Outer Sydney Metro Contract 3,Concession,681
2021-11,Outer Sydney Metro Contract 3,Day Pass without SAF,1
2021-11,Outer Sydney Metro Contract 3,Employee,6
2021-11,Outer Sydney Metro Contract 3,Free Travel,51
2021-11,Outer Sydney Metro Contract 3,School Student,2623
2021-11,Outer Sydney Metro Contract 3,Senior/Pensioner,5887
2021-11,Outer Sydney Metro Contract 4,Adult,8591
2021-11,Outer Sydney Metro Contract 4,Adult Single Bus Trip 1,3
2021-11,Outer Sydney Metro Contract 4,CTP,7982
2021-11,Outer Sydney Metro Contract 4,Child/Youth,2595
2021-11,Outer Sydney Metro Contract 4,Concession,1432
2021-11,Outer Sydney Metro Contract 4,Day Pass without SAF,6
2021-11,Outer Sydney Metro Contract 4,Employee,139
2021-11,Outer Sydney Metro Contract 4,Free Travel,142
2021-11,Outer Sydney Metro Contract 4,School Student,6271
2021-11,Outer Sydney Metro Contract 4,Senior/Pensioner,15283
2021-11,Outer Sydney Metro Contract 6,Adult,48070
2021-11,Outer Sydney Metro Contract 6,Adult Single Bus Trip 1,3
2021-11,Outer Sydney Metro Contract 6,CTP,31968
2021-11,Outer Sydney Metro Contract 6,Child/Youth,15410
2021-11,Outer Sydney Metro Contract 6,Concession,5555
2021-11,Outer Sydney Metro Contract 6,Day Pass Child/Youth w/o SAF,2
2021-11,Outer Sydney Metro Contract 6,Day Pass without SAF,44
2021-11,Outer Sydney Metro Contract 6,Employee,1166
2021-11,Outer Sydney Metro Contract 6,Free Travel,1020
2021-11,Outer Sydney Metro Contract 6,School Student,57254
2021-11,Outer Sydney Metro Contract 6,Senior/Pensioner,77178
2021-11,Outer Sydney Metro Contract 7,Adult,23420
2021-11,Outer Sydney Metro Contract 7,Adult Single Bus Trip 1,4
2021-11,Outer Sydney Metro Contract 7,CTP,17001
2021-11,Outer Sydney Metro Contract 7,Child/Youth,8912
2021-11,Outer Sydney Metro Contract 7,Concession,2466
2021-11,Outer Sydney Metro Contract 7,Day Pass without SAF,16
2021-11,Outer Sydney Metro Contract 7,Employee,146
2021-11,Outer Sydney Metro Contract 7,Free Travel,620
2021-11,Outer Sydney Metro Contract 7,School Student,60919
2021-11,Outer Sydney Metro Contract 7,Senior/Pensioner,35794
2021-11,Outer Sydney Metro Contract 8,Adult,7459
2021-11,Outer Sydney Metro Contract 8,Adult Single Bus Trip 1,1
2021-11,Outer Sydney Metro Contract 8,Adult Single Bus Trip 3,3
2021-11,Outer Sydney Metro Contract 8,CTP,3898
2021-11,Outer Sydney Metro Contract 8,Child/Youth,2119
2021-11,Outer Sydney Metro Contract 8,Concession,540
2021-11,Outer Sydney Metro Contract 8,Day Pass without SAF,1
2021-11,Outer Sydney Metro Contract 8,Employee,93
2021-11,Outer Sydney Metro Contract 8,Free Travel,156
2021-11,Outer Sydney Metro Contract 8,School Student,29018
2021-11,Outer Sydney Metro Contract 8,Senior/Pensioner,11250
2021-11,Outer Sydney Metro Contract 9,Adult,2103
2021-11,Outer Sydney Metro Contract 9,CTP,1477
2021-11,Outer Sydney Metro Contract 9,Child/Youth,1228
2021-11,Outer Sydney Metro Contract 9,Concession,157
2021-11,Outer Sydney Metro Contract 9,Day Pass without SAF,1
2021-11,Outer Sydney Metro Contract 9,Employee,10
2021-11,Outer Sydney Metro Contract 9,Free Travel,63
2021-11,Outer Sydney Metro Contract 9,School Student,11743
2021-11,Outer Sydney Metro Contract 9,Senior/Pensioner,2106
2021-11,SBSC Contract 6,Adult,953906
2021-11,SBSC Contract 6,Adult Single Bus Trip 1,16
2021-11,SBSC Contract 6,Adult Single Bus Trip 2,8
2021-11,SBSC Contract 6,Adult Single Bus Trip 3,1
2021-11,SBSC Contract 6,CTP,581160
2021-11,SBSC Contract 6,Child/Youth,60751
2021-11,SBSC Contract 6,Concession,116390
2021-11,SBSC Contract 6,Day Pass without SAF,78
2021-11,SBSC Contract 6,Employee,12978
2021-11,SBSC Contract 6,Free Travel,3931
2021-11,SBSC Contract 6,On Demand,3102
2021-11,SBSC Contract 6,School Student,82939
2021-11,SBSC Contract 6,Senior/Pensioner,495968
2021-11,Sydney Metro Contract 1,Adult,217958
2021-11,Sydney Metro Contract 1,Adult Single Bus Trip 1,3
2021-11,Sydney Metro Contract 1,Adult Single Bus Trip 2,5
2021-11,Sydney Metro Contract 1,CTP,94216
2021-11,Sydney Metro Contract 1,Child/Youth,33677
2021-11,Sydney Metro Contract 1,Concession,23239
2021-11,Sydney Metro Contract 1,Day Pass without SAF,88
2021-11,Sydney Metro Contract 1,Employee,1579
2021-11,Sydney Metro Contract 1,Free Travel,1060
2021-11,Sydney Metro Contract 1,On Demand,9159
2021-11,Sydney Metro Contract 1,School Student,113840
