Year_Month,Route,Card_type,Trip
2021-05,F2 Taronga Zoo,CTP,16226
2021-05,F2 Taronga Zoo,Child/Youth,4684
2021-05,F2 Taronga Zoo,Concession,1775
2021-05,F2 Taronga Zoo,Day Pass Child/Youth w/o SAF,5
2021-05,F2 Taronga Zoo,Employee,333
2021-05,F2 Taronga Zoo,Free Travel,112
2021-05,F2 Taronga Zoo,School Student,566
2021-05,F2 Taronga Zoo,Senior/Pensioner,11548
2021-05,F2 Taronga Zoo,Sgl Trip Ferry Adult,1480
2021-05,F2 Taronga Zoo,Sgl Trip Ferry Child/Youth,792
2021-05,F3 Parramatta River,Adult,55658
2021-05,F3 Parramatta River,CTP,36061
2021-05,F3 Parramatta River,Child/Youth,6107
2021-05,F3 Parramatta River,Concession,2423
2021-05,F3 Parramatta River,Day Pass Child/Youth w/o SAF,221
2021-05,F3 Parramatta River,Day Pass without SAF,9
2021-05,F3 Parramatta River,Employee,968
2021-05,F3 Parramatta River,Free Travel,207
2021-05,F3 Parramatta River,School Student,2666
2021-05,F3 Parramatta River,Senior/Pensioner,26102
2021-05,F3 Parramatta River,Sgl Trip Ferry Adult,1214
2021-05,F3 Parramatta River,Sgl Trip Ferry Child/Youth,633
2021-05,F4 Pyrmont Bay,Adult,36941
2021-05,F4 Pyrmont Bay,CTP,32092
2021-05,F4 Pyrmont Bay,Child/Youth,6372
2021-05,F4 Pyrmont Bay,Concession,2071
2021-05,F4 Pyrmont Bay,Day Pass Child/Youth w/o SAF,9
2021-05,F4 Pyrmont Bay,Employee,853
2021-05,F4 Pyrmont Bay,Free Travel,215
2021-05,F4 Pyrmont Bay,School Student,1988
2021-05,F4 Pyrmont Bay,Senior/Pensioner,21733
2021-05,F4 Pyrmont Bay,Sgl Trip Ferry Adult,1935
2021-05,F4 Pyrmont Bay,Sgl Trip Ferry Child/Youth,1078
2021-05,F5 Neutral Bay,Adult,11376
2021-05,F5 Neutral Bay,CTP,8414
2021-05,F5 Neutral Bay,Child/Youth,594
2021-05,F5 Neutral Bay,Concession,711
2021-05,F5 Neutral Bay,Day Pass Child/Youth w/o SAF,1
2021-05,F5 Neutral Bay,Employee,137
2021-05,F5 Neutral Bay,Free Travel,48
2021-05,F5 Neutral Bay,School Student,246
2021-05,F5 Neutral Bay,Senior/Pensioner,7028
2021-05,F5 Neutral Bay,Sgl Trip Ferry Adult,201
2021-05,F5 Neutral Bay,Sgl Trip Ferry Child/Youth,111
2021-05,F6 Mosman Bay,Adult,17248
2021-05,F6 Mosman Bay,CTP,11408
2021-05,F6 Mosman Bay,Child/Youth,925
2021-05,F6 Mosman Bay,Concession,1148
2021-05,F6 Mosman Bay,Day Pass Child/Youth w/o SAF,2
2021-05,F6 Mosman Bay,Employee,221
2021-05,F6 Mosman Bay,Free Travel,89
2021-05,F6 Mosman Bay,School Student,386
2021-05,F6 Mosman Bay,Senior/Pensioner,9761
2021-05,F6 Mosman Bay,Sgl Trip Ferry Adult,357
2021-05,F6 Mosman Bay,Sgl Trip Ferry Child/Youth,172
2021-05,F7 Double Bay,Adult,4039
2021-05,F7 Double Bay,CTP,5108
2021-05,F7 Double Bay,Child/Youth,227
2021-05,F7 Double Bay,Concession,148
2021-05,F7 Double Bay,Day Pass Child/Youth w/o SAF,1
2021-05,F7 Double Bay,Employee,38
2021-05,F7 Double Bay,Free Travel,11
2021-05,F7 Double Bay,School Student,26
2021-05,F7 Double Bay,Senior/Pensioner,2487
2021-05,F7 Double Bay,Sgl Trip Ferry Adult,92
2021-05,F7 Double Bay,Sgl Trip Ferry Child/Youth,34
2021-05,F8 Cockatoo Island,Adult,13189
2021-05,F8 Cockatoo Island,CTP,9521
2021-05,F8 Cockatoo Island,Child/Youth,2315
2021-05,F8 Cockatoo Island,Concession,601
2021-05,F8 Cockatoo Island,Day Pass Child/Youth w/o SAF,372
2021-05,F8 Cockatoo Island,Day Pass without SAF,28
2021-05,F8 Cockatoo Island,Employee,206
2021-05,F8 Cockatoo Island,Free Travel,69
2021-05,F8 Cockatoo Island,School Student,1013
2021-05,F8 Cockatoo Island,Senior/Pensioner,7003
2021-05,F8 Cockatoo Island,Sgl Trip Ferry Adult,258
2021-05,F8 Cockatoo Island,Sgl Trip Ferry Child/Youth,125
2021-05,F9 Watsons Bay,Adult,26240
2021-05,F9 Watsons Bay,CTP,27612
2021-05,F9 Watsons Bay,Child/Youth,2140
2021-05,F9 Watsons Bay,Concession,1437
2021-05,F9 Watsons Bay,Day Pass Child/Youth w/o SAF,1
2021-05,F9 Watsons Bay,Employee,311
2021-05,F9 Watsons Bay,Free Travel,98
2021-05,F9 Watsons Bay,School Student,366
2021-05,F9 Watsons Bay,Senior/Pensioner,14210
2021-05,F9 Watsons Bay,Sgl Trip Ferry Adult,849
2021-05,F9 Watsons Bay,Sgl Trip Ferry Child/Youth,320
2021-06,118 Newcastle,Adult,9621
2021-06,118 Newcastle,CTP,9696
2021-06,118 Newcastle,Child/Youth,1919
2021-06,118 Newcastle,Concession,584
2021-06,118 Newcastle,Day Pass without SAF,1
2021-06,118 Newcastle,Employee,289
2021-06,118 Newcastle,Free Travel,303
2021-06,118 Newcastle,School Student,768
2021-06,118 Newcastle,Senior/Pensioner,8014
2021-06,F1 Manly,Adult,34901
2021-06,F1 Manly,CTP,23899
2021-06,F1 Manly,Child/Youth,5092
2021-06,F1 Manly,Concession,2357
2021-06,F1 Manly,Employee,600
2021-06,F1 Manly,Free Travel,346
2021-06,F1 Manly,School Student,551
2021-06,F1 Manly,Senior/Pensioner,26008
2021-06,F1 Manly,Sgl Trip Ferry Adult,1328
2021-06,F1 Manly,Sgl Trip Ferry Child/Youth,721
2021-06,F2 Taronga Zoo,Adult,18420
2021-06,F2 Taronga Zoo,CTP,12727
2021-06,F2 Taronga Zoo,Child/Youth,4354
2021-06,F2 Taronga Zoo,Concession,1357
2021-06,F2 Taronga Zoo,Day Pass without SAF,2
2021-06,F2 Taronga Zoo,Employee,213
2021-06,F2 Taronga Zoo,Free Travel,96
2021-06,F2 Taronga Zoo,School Student,506
2021-06,F2 Taronga Zoo,Senior/Pensioner,8740
2021-06,F2 Taronga Zoo,Sgl Trip Ferry Adult,1066
2021-06,F2 Taronga Zoo,Sgl Trip Ferry Child/Youth,611
2021-06,F3 Parramatta River,Adult,41682
2021-06,F3 Parramatta River,CTP,26841
2021-06,F3 Parramatta River,Child/Youth,5032
2021-06,F3 Parramatta River,Concession,1794
2021-06,F3 Parramatta River,Day Pass Child/Youth w/o SAF,152
2021-06,F3 Parramatta River,Day Pass without SAF,1
2021-06,F3 Parramatta River,Employee,512
2021-06,F3 Parramatta River,Free Travel,162
2021-06,F3 Parramatta River,School Student,1718
2021-06,F3 Parramatta River,Senior/Pensioner,17541
2021-06,F3 Parramatta River,Sgl Trip Ferry Adult,652
2021-06,F3 Parramatta River,Sgl Trip Ferry Child/Youth,435
2021-06,F4 Pyrmont Bay,Adult,27079
2021-06,F4 Pyrmont Bay,CTP,22892
2021-06,F4 Pyrmont Bay,Child/Youth,5250
2021-06,F4 Pyrmont Bay,Concession,1480
2021-06,F4 Pyrmont Bay,Employee,526
2021-06,F4 Pyrmont Bay,Free Travel,137
2021-06,F4 Pyrmont Bay,School Student,1212
2021-06,F4 Pyrmont Bay,Senior/Pensioner,15125
2021-06,F4 Pyrmont Bay,Sgl Trip Ferry Adult,1155
2021-06,F4 Pyrmont Bay,Sgl Trip Ferry Child/Youth,741
2021-06,F5 Neutral Bay,Adult,8635
2021-06,F5 Neutral Bay,CTP,6329
2021-06,F5 Neutral Bay,Child/Youth,465
2021-06,F5 Neutral Bay,Concession,589
2021-06,F5 Neutral Bay,Employee,72
2021-06,F5 Neutral Bay,Free Travel,26
2021-06,F5 Neutral Bay,School Student,158
2021-06,F5 Neutral Bay,Senior/Pensioner,5234
2021-06,F5 Neutral Bay,Sgl Trip Ferry Adult,112
2021-06,F5 Neutral Bay,Sgl Trip Ferry Child/Youth,71
2021-06,F6 Mosman Bay,Adult,13471
2021-06,F6 Mosman Bay,CTP,8746
2021-06,F6 Mosman Bay,Child/Youth,771
2021-06,F6 Mosman Bay,Concession,849
2021-06,F6 Mosman Bay,Employee,109
2021-06,F6 Mosman Bay,Free Travel,56
2021-06,F6 Mosman Bay,School Student,301
2021-06,F6 Mosman Bay,Senior/Pensioner,7264
2021-06,F6 Mosman Bay,Sgl Trip Ferry Adult,216
2021-06,F6 Mosman Bay,Sgl Trip Ferry Child/Youth,134
2021-06,F7 Double Bay,Adult,3146
2021-06,F7 Double Bay,CTP,3774
2021-06,F7 Double Bay,Child/Youth,183
2021-06,F7 Double Bay,Concession,108
2021-06,F7 Double Bay,Employee,17
2021-06,F7 Double Bay,Free Travel,9
2021-06,F7 Double Bay,School Student,28
2021-06,F7 Double Bay,Senior/Pensioner,1685
2021-06,F7 Double Bay,Sgl Trip Ferry Adult,52
2021-06,F7 Double Bay,Sgl Trip Ferry Child/Youth,19
2021-06,F8 Cockatoo Island,Adult,9736
2021-06,F8 Cockatoo Island,CTP,7112
2021-06,F8 Cockatoo Island,Child/Youth,1666
2021-06,F8 Cockatoo Island,Concession,443
2021-06,F8 Cockatoo Island,Day Pass Child/Youth w/o SAF,40
2021-06,F8 Cockatoo Island,Employee,130
2021-06,F8 Cockatoo Island,Free Travel,66
2021-06,F8 Cockatoo Island,School Student,689
2021-06,F8 Cockatoo Island,Senior/Pensioner,4954
2021-06,F8 Cockatoo Island,Sgl Trip Ferry Adult,164
2021-06,F8 Cockatoo Island,Sgl Trip Ferry Child/Youth,90
2021-06,F9 Watsons Bay,Adult,18987
2021-06,F9 Watsons Bay,CTP,19440
2021-06,F9 Watsons Bay,Child/Youth,1854
2021-06,F9 Watsons Bay,Concession,951
2021-06,F9 Watsons Bay,Employee,194
2021-06,F9 Watsons Bay,Free Travel,67
2021-06,F9 Watsons Bay,School Student,256
2021-06,F9 Watsons Bay,Senior/Pensioner,9071
2021-06,F9 Watsons Bay,Sgl Trip Ferry Adult,424
2021-06,F9 Watsons Bay,Sgl Trip Ferry Child/Youth,207
2021-07,118 Newcastle,Adult,8018
2021-07,118 Newcastle,CTP,8067
2021-07,118 Newcastle,Child/Youth,2316
2021-07,118 Newcastle,Concession,348
2021-07,118 Newcastle,Day Pass without SAF,1
2021-07,118 Newcastle,Employee,209
2021-07,118 Newcastle,Free Travel,197
2021-07,118 Newcastle,School Student,640
2021-07,118 Newcastle,Senior/Pensioner,6713
2021-07,F1 Manly,Adult,5552
2021-07,F1 Manly,CTP,2784
2021-07,F1 Manly,Child/Youth,182
2021-07,F1 Manly,Concession,261
2021-07,F1 Manly,Day Pass without SAF,2
2021-07,F1 Manly,Employee,99
2021-07,F1 Manly,Free Travel,61
2021-07,F1 Manly,School Student,3
2021-07,F1 Manly,Senior/Pensioner,2606
2021-07,F1 Manly,Sgl Trip Ferry Adult,53
2021-07,F1 Manly,Sgl Trip Ferry Child/Youth,50
2021-07,F2 Taronga Zoo,Adult,898
2021-07,F2 Taronga Zoo,CTP,698
2021-07,F2 Taronga Zoo,Child/Youth,87
2021-07,F2 Taronga Zoo,Concession,90
2021-07,F2 Taronga Zoo,Employee,9
2021-07,F2 Taronga Zoo,School Student,1
2021-07,F2 Taronga Zoo,Senior/Pensioner,458
2021-07,F2 Taronga Zoo,Sgl Trip Ferry Adult,12
2021-07,F2 Taronga Zoo,Sgl Trip Ferry Child/Youth,6
2021-07,F3 Parramatta River,Adult,4071
2021-07,F3 Parramatta River,CTP,2762
2021-07,F3 Parramatta River,Child/Youth,277
2021-07,F3 Parramatta River,Concession,235
2021-07,F3 Parramatta River,Employee,122
2021-07,F3 Parramatta River,Free Travel,18
2021-07,F3 Parramatta River,School Student,20
2021-07,F3 Parramatta River,Senior/Pensioner,1683
2021-07,F3 Parramatta River,Sgl Trip Ferry Adult,23
2021-07,F3 Parramatta River,Sgl Trip Ferry Child/Youth,32
2021-07,F4 Pyrmont Bay,Adult,3808
2021-07,F4 Pyrmont Bay,CTP,4048
2021-07,F4 Pyrmont Bay,Child/Youth,356
2021-07,F4 Pyrmont Bay,Concession,247
2021-07,F4 Pyrmont Bay,Day Pass without SAF,1
2021-07,F4 Pyrmont Bay,Employee,178
2021-07,F4 Pyrmont Bay,Free Travel,27
2021-07,F4 Pyrmont Bay,School Student,11
2021-07,F4 Pyrmont Bay,Senior/Pensioner,2245
2021-07,F4 Pyrmont Bay,Sgl Trip Ferry Adult,53
2021-07,F4 Pyrmont Bay,Sgl Trip Ferry Child/Youth,40
2021-07,F5 Neutral Bay,Adult,1556
2021-07,F5 Neutral Bay,CTP,1181
2021-07,F5 Neutral Bay,Child/Youth,78
2021-07,F5 Neutral Bay,Concession,91
2021-07,F5 Neutral Bay,Employee,23
2021-07,F5 Neutral Bay,Free Travel,9
2021-07,F5 Neutral Bay,School Student,1
2021-07,F5 Neutral Bay,Senior/Pensioner,977
2021-07,F5 Neutral Bay,Sgl Trip Ferry Adult,6
2021-07,F5 Neutral Bay,Sgl Trip Ferry Child/Youth,12
2021-07,F6 Mosman Bay,Adult,2226
2021-07,F6 Mosman Bay,CTP,1232
2021-07,F6 Mosman Bay,Child/Youth,143
2021-07,F6 Mosman Bay,Concession,169
2021-07,F6 Mosman Bay,Employee,16
2021-07,F6 Mosman Bay,Free Travel,1
2021-07,F6 Mosman Bay,School Student,20
2021-07,F6 Mosman Bay,Senior/Pensioner,1027
2021-07,F6 Mosman Bay,Sgl Trip Ferry Adult,12
2021-07,F6 Mosman Bay,Sgl Trip Ferry Child/Youth,12
2021-07,F7 Double Bay,Adult,558
2021-07,F7 Double Bay,CTP,612
2021-07,F7 Double Bay,Child/Youth,26
2021-07,F7 Double Bay,Concession,35
2021-07,F7 Double Bay,Free Travel,4
2021-07,F7 Double Bay,School Student,2
2021-07,F7 Double Bay,Senior/Pensioner,295
2021-07,F7 Double Bay,Sgl Trip Ferry Adult,2
2021-07,F8 Cockatoo Island,Adult,1432
2021-07,F8 Cockatoo Island,CTP,771
2021-07,F8 Cockatoo Island,Child/Youth,123
2021-07,F8 Cockatoo Island,Concession,103
2021-07,F8 Cockatoo Island,Employee,31
2021-07,F8 Cockatoo Island,Free Travel,10
2021-07,F8 Cockatoo Island,School Student,3
2021-07,F8 Cockatoo Island,Senior/Pensioner,762
2021-07,F8 Cockatoo Island,Sgl Trip Ferry Adult,3
2021-07,F8 Cockatoo Island,Sgl Trip Ferry Child/Youth,4
2021-07,F9 Watsons Bay,Adult,2338
2021-07,F9 Watsons Bay,CTP,2957
2021-07,F9 Watsons Bay,Child/Youth,171
2021-07,F9 Watsons Bay,Concession,105
2021-07,F9 Watsons Bay,Employee,47
2021-07,F9 Watsons Bay,Free Travel,26
2021-07,F9 Watsons Bay,School Student,2
2021-07,F9 Watsons Bay,Senior/Pensioner,934
2021-07,F9 Watsons Bay,Sgl Trip Ferry Adult,32
2021-07,F9 Watsons Bay,Sgl Trip Ferry Child/Youth,29
2021-08,118 Newcastle,Adult,3275
2021-08,118 Newcastle,CTP,3348
2021-08,118 Newcastle,Child/Youth,465
2021-08,118 Newcastle,Concession,138
2021-08,118 Newcastle,Employee,168
2021-08,118 Newcastle,Free Travel,76
2021-08,118 Newcastle,School Student,213
2021-08,118 Newcastle,Senior/Pensioner,2780
2021-08,F1 Manly,Adult,3953
2021-08,F1 Manly,CTP,2656
2021-08,F1 Manly,Child/Youth,84
2021-08,F1 Manly,Concession,108
2021-08,F1 Manly,Employee,66
2021-08,F1 Manly,Free Travel,60
2021-08,F1 Manly,School Student,16
2021-08,F1 Manly,Senior/Pensioner,1573
2021-08,F1 Manly,Sgl Trip Ferry Adult,30
2021-08,F1 Manly,Sgl Trip Ferry Child/Youth,36
2021-08,F2 Taronga Zoo,Adult,881
2021-08,F2 Taronga Zoo,CTP,840
2021-08,F2 Taronga Zoo,Child/Youth,55
2021-08,F2 Taronga Zoo,Concession,44
2021-08,F2 Taronga Zoo,Day Pass without SAF,2
2021-08,F2 Taronga Zoo,Employee,2
2021-08,F2 Taronga Zoo,Free Travel,1
2021-08,F2 Taronga Zoo,School Student,1
2021-08,F2 Taronga Zoo,Senior/Pensioner,437
2021-08,F2 Taronga Zoo,Sgl Trip Ferry Adult,6
2021-08,F2 Taronga Zoo,Sgl Trip Ferry Child/Youth,7
2021-08,F3 Parramatta River,Adult,3064
2021-08,F3 Parramatta River,CTP,2270
2021-08,F3 Parramatta River,Child/Youth,174
2021-08,F3 Parramatta River,Concession,135
2021-08,F3 Parramatta River,Day Pass without SAF,1
2021-08,F3 Parramatta River,Employee,139
2021-08,F3 Parramatta River,Free Travel,5
2021-08,F3 Parramatta River,School Student,46
2021-08,F3 Parramatta River,Senior/Pensioner,1556
2021-08,F3 Parramatta River,Sgl Trip Ferry Adult,21
2021-08,F3 Parramatta River,Sgl Trip Ferry Child/Youth,11
2021-08,F4 Pyrmont Bay,Adult,3305
2021-08,F4 Pyrmont Bay,CTP,3768
2021-08,F4 Pyrmont Bay,Child/Youth,302
2021-08,F4 Pyrmont Bay,Concession,161
2021-08,F4 Pyrmont Bay,Employee,239
2021-08,F4 Pyrmont Bay,Free Travel,7
2021-08,F4 Pyrmont Bay,School Student,5
2021-08,F4 Pyrmont Bay,Senior/Pensioner,2497
2021-08,F4 Pyrmont Bay,Sgl Trip Ferry Adult,48
2021-08,F4 Pyrmont Bay,Sgl Trip Ferry Child/Youth,42
2021-08,F5 Neutral Bay,Adult,1299
2021-08,F5 Neutral Bay,CTP,1281
2021-08,F5 Neutral Bay,Child/Youth,60
2021-08,F5 Neutral Bay,Concession,82
2021-08,F5 Neutral Bay,Employee,23
2021-08,F5 Neutral Bay,Free Travel,2
2021-08,F5 Neutral Bay,Senior/Pensioner,1090
2021-08,F5 Neutral Bay,Sgl Trip Ferry Adult,19
2021-08,F5 Neutral Bay,Sgl Trip Ferry Child/Youth,5
2021-08,F6 Mosman Bay,Adult,2187
2021-08,F6 Mosman Bay,CTP,1323
2021-08,F6 Mosman Bay,Child/Youth,127
2021-08,F6 Mosman Bay,Concession,117
2021-08,F6 Mosman Bay,Employee,44
2021-08,F6 Mosman Bay,Free Travel,1
2021-08,F6 Mosman Bay,School Student,31
2021-08,F6 Mosman Bay,Senior/Pensioner,1153
2021-08,F6 Mosman Bay,Sgl Trip Ferry Adult,8
2021-08,F6 Mosman Bay,Sgl Trip Ferry Child/Youth,14
2021-08,F7 Double Bay,Adult,498
2021-08,F7 Double Bay,CTP,626
2021-08,F7 Double Bay,Child/Youth,41
2021-08,F7 Double Bay,Concession,28
2021-08,F7 Double Bay,Employee,1
2021-08,F7 Double Bay,School Student,1
2021-08,F7 Double Bay,Senior/Pensioner,259
2021-08,F7 Double Bay,Sgl Trip Ferry Adult,2
2021-08,F8 Cockatoo Island,Adult,1604
2021-08,F8 Cockatoo Island,CTP,1226
2021-08,F8 Cockatoo Island,Child/Youth,125
2021-08,F8 Cockatoo Island,Concession,67
2021-08,F8 Cockatoo Island,Employee,33
2021-08,F8 Cockatoo Island,Free Travel,13
2021-08,F8 Cockatoo Island,School Student,6
2021-08,F8 Cockatoo Island,Senior/Pensioner,1165
2021-08,F8 Cockatoo Island,Sgl Trip Ferry Adult,7
2021-08,F8 Cockatoo Island,Sgl Trip Ferry Child/Youth,12
2021-08,F9 Watsons Bay,Adult,2012
2021-08,F9 Watsons Bay,CTP,2677
2021-08,F9 Watsons Bay,Child/Youth,130
2021-08,F9 Watsons Bay,Concession,71
2021-08,F9 Watsons Bay,Employee,24
2021-08,F9 Watsons Bay,Free Travel,4
2021-08,F9 Watsons Bay,School Student,2
2021-08,F9 Watsons Bay,Senior/Pensioner,949
2021-08,F9 Watsons Bay,Sgl Trip Ferry Adult,31
2021-08,F9 Watsons Bay,Sgl Trip Ferry Child/Youth,21
2021-09,118 Newcastle,Adult,3327
2021-09,118 Newcastle,CTP,3810
2021-09,118 Newcastle,Child/Youth,1019
2021-09,118 Newcastle,Concession,92
2021-09,118 Newcastle,Employee,227
2021-09,118 Newcastle,Free Travel,104
2021-09,118 Newcastle,School Student,28
2021-09,118 Newcastle,Senior/Pensioner,3189
2021-09,F1 Manly,Adult,4700
2021-09,F1 Manly,CTP,2985
2021-09,F1 Manly,Child/Youth,156
2021-09,F1 Manly,Concession,127
2021-09,F1 Manly,Employee,131
2021-09,F1 Manly,Free Travel,56
2021-09,F1 Manly,School Student,14
2021-09,F1 Manly,Senior/Pensioner,1750
2021-09,F1 Manly,Sgl Trip Ferry Adult,30
2021-09,F1 Manly,Sgl Trip Ferry Child/Youth,56
2021-09,F2 Taronga Zoo,Adult,1142
2021-09,F2 Taronga Zoo,CTP,1163
2021-09,F2 Taronga Zoo,Child/Youth,175
2021-09,F2 Taronga Zoo,Concession,42
2021-09,F2 Taronga Zoo,Employee,4
2021-09,F2 Taronga Zoo,Free Travel,6
2021-09,F2 Taronga Zoo,Senior/Pensioner,778
2021-09,F2 Taronga Zoo,Sgl Trip Ferry Adult,13
2021-09,F2 Taronga Zoo,Sgl Trip Ferry Child/Youth,24
2021-09,F3 Parramatta River,Adult,4065
2021-09,F3 Parramatta River,CTP,3536
2021-09,F3 Parramatta River,Child/Youth,581
2021-09,F3 Parramatta River,Concession,194
2021-09,F3 Parramatta River,Employee,116
2021-09,F3 Parramatta River,Free Travel,34
2021-09,F3 Parramatta River,School Student,23
2021-09,F3 Parramatta River,Senior/Pensioner,2469
2021-09,F3 Parramatta River,Sgl Trip Ferry Adult,31
2021-09,F3 Parramatta River,Sgl Trip Ferry Child/Youth,52
2021-09,F4 Pyrmont Bay,Adult,4874
2021-09,F4 Pyrmont Bay,CTP,5476
2021-09,F4 Pyrmont Bay,Child/Youth,1059
2021-09,F4 Pyrmont Bay,Concession,218
2021-09,F4 Pyrmont Bay,Employee,238
2021-09,F4 Pyrmont Bay,Free Travel,24
2021-09,F4 Pyrmont Bay,School Student,18
2021-09,F4 Pyrmont Bay,Senior/Pensioner,4271
2021-09,F4 Pyrmont Bay,Sgl Trip Ferry Adult,66
2021-09,F4 Pyrmont Bay,Sgl Trip Ferry Child/Youth,120
2021-09,F5 Neutral Bay,Adult,2027
2021-09,F5 Neutral Bay,CTP,2043
2021-09,F5 Neutral Bay,Child/Youth,236
2021-09,F5 Neutral Bay,Concession,92
2021-09,F5 Neutral Bay,Employee,33
2021-09,F5 Neutral Bay,Free Travel,6
2021-09,F5 Neutral Bay,Senior/Pensioner,1817
2021-09,F5 Neutral Bay,Sgl Trip Ferry Adult,18
2021-09,F5 Neutral Bay,Sgl Trip Ferry Child/Youth,13
2021-09,F6 Mosman Bay,Adult,2866
2021-09,F6 Mosman Bay,CTP,1984
2021-09,F6 Mosman Bay,Child/Youth,394
2021-09,F6 Mosman Bay,Concession,125
2021-09,F6 Mosman Bay,Employee,50
2021-09,F6 Mosman Bay,Free Travel,8
2021-09,F6 Mosman Bay,School Student,20
2021-09,F6 Mosman Bay,Senior/Pensioner,2111
2021-09,F6 Mosman Bay,Sgl Trip Ferry Adult,12
2021-09,F6 Mosman Bay,Sgl Trip Ferry Child/Youth,34
2021-09,F7 Double Bay,Adult,965
2021-09,F7 Double Bay,CTP,1143
2021-09,F7 Double Bay,Child/Youth,153
2021-09,F7 Double Bay,Concession,55
2021-09,F7 Double Bay,Employee,5
2021-09,F7 Double Bay,Free Travel,3
2021-09,F7 Double Bay,School Student,5
2021-09,F7 Double Bay,Senior/Pensioner,613
2021-09,F7 Double Bay,Sgl Trip Ferry Adult,2
2021-09,F7 Double Bay,Sgl Trip Ferry Child/Youth,2
2021-09,F8 Cockatoo Island,Adult,2405
2021-09,F8 Cockatoo Island,CTP,2031
2021-09,F8 Cockatoo Island,Child/Youth,581
2021-09,F8 Cockatoo Island,Concession,97
2021-09,F8 Cockatoo Island,Employee,32
2021-09,F8 Cockatoo Island,Free Travel,11
2021-09,F8 Cockatoo Island,School Student,5
2021-09,F8 Cockatoo Island,Senior/Pensioner,1901
2021-09,F8 Cockatoo Island,Sgl Trip Ferry Adult,14
2021-09,F8 Cockatoo Island,Sgl Trip Ferry Child/Youth,27
2021-09,F9 Watsons Bay,Adult,2249
2021-09,F9 Watsons Bay,CTP,2559
2021-09,F9 Watsons Bay,Child/Youth,264
2021-09,F9 Watsons Bay,Concession,72
2021-09,F9 Watsons Bay,Employee,40
2021-09,F9 Watsons Bay,Free Travel,20
2021-09,F9 Watsons Bay,School Student,2
2021-09,F9 Watsons Bay,Senior/Pensioner,1099
2021-09,F9 Watsons Bay,Sgl Trip Ferry Adult,28
2021-09,F9 Watsons Bay,Sgl Trip Ferry Child/Youth,39
2021-10,118 Newcastle,Adult,5556
2021-10,118 Newcastle,CTP,6654
2021-10,118 Newcastle,Child/Youth,1372
2021-10,118 Newcastle,Concession,204
2021-10,118 Newcastle,Day Pass without SAF,1
2021-10,118 Newcastle,Employee,253
2021-10,118 Newcastle,Free Travel,191
2021-10,118 Newcastle,School Student,327
2021-10,118 Newcastle,Senior/Pensioner,5034
2021-10,F1 Manly,Adult,25373
2021-10,F1 Manly,CTP,21996
2021-10,F1 Manly,Child/Youth,5561
2021-10,F1 Manly,Concession,1835
2021-10,F1 Manly,Employee,709
2021-10,F1 Manly,Free Travel,213
2021-10,F1 Manly,School Student,412
2021-10,F1 Manly,Senior/Pensioner,18601
2021-10,F1 Manly,Sgl Trip Ferry Adult,492
2021-10,F1 Manly,Sgl Trip Ferry Child/Youth,527
2021-10,F2 Taronga Zoo,Adult,6334
2021-10,F2 Taronga Zoo,CTP,5518
2021-10,F2 Taronga Zoo,Child/Youth,1463
2021-10,F2 Taronga Zoo,Concession,407
2021-10,F2 Taronga Zoo,Employee,73
2021-10,F2 Taronga Zoo,Free Travel,30
2021-10,F2 Taronga Zoo,School Student,114
2021-10,F2 Taronga Zoo,Senior/Pensioner,3163
2021-10,F2 Taronga Zoo,Sgl Trip Ferry Adult,171
2021-10,F2 Taronga Zoo,Sgl Trip Ferry Child/Youth,129
2021-10,F3 Parramatta River,Adult,22634
2021-10,F3 Parramatta River,CTP,18399
2021-10,F3 Parramatta River,Child/Youth,3695
2021-10,F3 Parramatta River,Concession,1243
2021-10,F3 Parramatta River,Day Pass without SAF,1
2021-10,F3 Parramatta River,Employee,421
2021-10,F3 Parramatta River,Free Travel,129
2021-10,F3 Parramatta River,School Student,745
2021-10,F3 Parramatta River,Senior/Pensioner,11426
2021-10,F3 Parramatta River,Sgl Trip Ferry Adult,484
2021-10,F3 Parramatta River,Sgl Trip Ferry Child/Youth,374
2021-10,F4 Pyrmont Bay,Adult,19989
2021-10,F4 Pyrmont Bay,CTP,22663
2021-10,F4 Pyrmont Bay,Child/Youth,5419
