Year_Month,Route,Card_type,Trip
2019-07,F1 Manly,Free Travel,516
2019-07,F1 Manly,School Student,112
2019-07,F1 Manly,Senior/Pensioner,53419
2019-07,F1 Manly,Sgl Trip Ferry Adult,10051
2019-07,F1 Manly,Sgl Trip Ferry Child/Youth,3653
2019-07,F2 Taronga Zoo,Adult,83358
2019-07,F2 Taronga Zoo,CTP,4193
2019-07,F2 Taronga Zoo,Child/Youth,26356
2019-07,F2 Taronga Zoo,Concession,2718
2019-07,F2 Taronga Zoo,Day Pass without SAF,1
2019-07,F2 Taronga Zoo,Employee,314
2019-07,F2 Taronga Zoo,Free Travel,116
2019-07,F2 Taronga Zoo,School Student,25
2019-07,F2 Taronga Zoo,Senior/Pensioner,13657
2019-07,F2 Taronga Zoo,Sgl Trip Ferry Adult,6248
2019-07,F2 Taronga Zoo,Sgl Trip Ferry Child/Youth,3051
2019-07,F3 Parramatta River,Adult,150020
2019-07,F3 Parramatta River,CTP,9718
2019-07,F3 Parramatta River,Child/Youth,20497
2019-07,F3 Parramatta River,Concession,3398
2019-07,F3 Parramatta River,Day Pass Child/Youth w/o SAF,21
2019-07,F3 Parramatta River,Employee,595
2019-07,F3 Parramatta River,Free Travel,256
2019-07,F3 Parramatta River,School Student,187
2019-07,F3 Parramatta River,Senior/Pensioner,29613
2019-07,F3 Parramatta River,Sgl Trip Ferry Adult,3734
2019-07,F3 Parramatta River,Sgl Trip Ferry Child/Youth,1881
2019-07,F4 Cross Harbour,Adult,221632
2019-07,F4 Cross Harbour,CTP,16195
2019-07,F4 Cross Harbour,Child/Youth,46947
2019-07,F4 Cross Harbour,Concession,5312
2019-07,F4 Cross Harbour,Day Pass without SAF,1
2019-07,F4 Cross Harbour,Employee,1237
2019-07,F4 Cross Harbour,Free Travel,398
2019-07,F4 Cross Harbour,School Student,202
2019-07,F4 Cross Harbour,Senior/Pensioner,45421
2019-07,F4 Cross Harbour,Sgl Trip Ferry Adult,12205
2019-07,F4 Cross Harbour,Sgl Trip Ferry Child/Youth,5545
2019-07,F5 Neutral Bay,Adult,29195
2019-07,F5 Neutral Bay,CTP,2485
2019-07,F5 Neutral Bay,Child/Youth,2806
2019-07,F5 Neutral Bay,Concession,1066
2019-07,F5 Neutral Bay,Employee,246
2019-07,F5 Neutral Bay,Free Travel,51
2019-07,F5 Neutral Bay,School Student,29
2019-07,F5 Neutral Bay,Senior/Pensioner,9273
2019-07,F5 Neutral Bay,Sgl Trip Ferry Adult,1170
2019-07,F5 Neutral Bay,Sgl Trip Ferry Child/Youth,506
2019-07,F6 Mosman Bay,Adult,40738
2019-07,F6 Mosman Bay,CTP,2737
2019-07,F6 Mosman Bay,Child/Youth,3327
2019-07,F6 Mosman Bay,Concession,1523
2019-07,F6 Mosman Bay,Employee,246
2019-07,F6 Mosman Bay,Free Travel,59
2019-07,F6 Mosman Bay,School Student,49
2019-07,F6 Mosman Bay,Senior/Pensioner,11107
2019-07,F6 Mosman Bay,Sgl Trip Ferry Adult,1055
2019-07,F6 Mosman Bay,Sgl Trip Ferry Child/Youth,501
2019-07,F7 Double Bay,Adult,11639
2019-07,F7 Double Bay,CTP,1726
2019-07,F7 Double Bay,Child/Youth,1193
2019-07,F7 Double Bay,Concession,203
2019-07,F7 Double Bay,Employee,15
2019-07,F7 Double Bay,Free Travel,11
2019-07,F7 Double Bay,School Student,1
2019-07,F7 Double Bay,Senior/Pensioner,2804
2019-07,F7 Double Bay,Sgl Trip Ferry Adult,558
2019-07,F7 Double Bay,Sgl Trip Ferry Child/Youth,232
2019-07,F8 Cockatoo Island,Adult,30693
2019-07,F8 Cockatoo Island,CTP,2369
2019-07,F8 Cockatoo Island,Child/Youth,4706
2019-07,F8 Cockatoo Island,Concession,993
2019-07,F8 Cockatoo Island,Day Pass Child/Youth w/o SAF,62
2019-07,F8 Cockatoo Island,Employee,120
2019-07,F8 Cockatoo Island,Free Travel,42
2019-07,F8 Cockatoo Island,School Student,92
2019-07,F8 Cockatoo Island,Senior/Pensioner,8726
2019-07,F8 Cockatoo Island,Sgl Trip Ferry Adult,844
2019-07,F8 Cockatoo Island,Sgl Trip Ferry Child/Youth,448
2019-08,118 Newcastle,Adult,25677
2019-08,118 Newcastle,Child/Youth,4332
2019-08,118 Newcastle,Concession,1401
2019-08,118 Newcastle,Day Pass without SAF,2
2019-08,118 Newcastle,Employee,520
2019-08,118 Newcastle,Free Travel,514
2019-08,118 Newcastle,School Student,1718
2019-08,118 Newcastle,Senior/Pensioner,10467
2019-08,F1 Manly,Adult,181143
2019-08,F1 Manly,CTP,13514
2019-08,F1 Manly,Child/Youth,18680
2019-08,F1 Manly,Concession,6977
2019-08,F1 Manly,Day Pass without SAF,5
2019-08,F1 Manly,Employee,1076
2019-08,F1 Manly,Free Travel,495
2019-08,F1 Manly,School Student,280
2019-08,F1 Manly,Senior/Pensioner,47169
2019-08,F1 Manly,Sgl Trip Ferry Adult,9734
2019-08,F1 Manly,Sgl Trip Ferry Child/Youth,2125
2019-08,F2 Taronga Zoo,Adult,70340
2019-08,F2 Taronga Zoo,CTP,4504
2019-08,F2 Taronga Zoo,Child/Youth,15791
2019-08,F2 Taronga Zoo,Concession,2136
2019-08,F2 Taronga Zoo,Day Pass Child/Youth w/o SAF,11
2019-08,F2 Taronga Zoo,Employee,218
2019-08,F2 Taronga Zoo,Free Travel,114
2019-08,F2 Taronga Zoo,School Student,86
2019-08,F2 Taronga Zoo,Senior/Pensioner,11583
2019-08,F2 Taronga Zoo,Sgl Trip Ferry Adult,4885
2019-08,F2 Taronga Zoo,Sgl Trip Ferry Child/Youth,1570
2019-08,F3 Parramatta River,Adult,140847
2019-08,F3 Parramatta River,CTP,11539
2019-08,F3 Parramatta River,Child/Youth,11109
2019-08,F3 Parramatta River,Concession,3387
2019-08,F3 Parramatta River,Day Pass Child/Youth w/o SAF,167
2019-08,F3 Parramatta River,Day Pass without SAF,5
2019-08,F3 Parramatta River,Employee,471
2019-08,F3 Parramatta River,Free Travel,253
2019-08,F3 Parramatta River,School Student,441
2019-08,F3 Parramatta River,Senior/Pensioner,27262
2019-08,F3 Parramatta River,Sgl Trip Ferry Adult,3569
2019-08,F3 Parramatta River,Sgl Trip Ferry Child/Youth,1071
2019-08,F4 Cross Harbour,Adult,200879
2019-08,F4 Cross Harbour,CTP,18807
2019-08,F4 Cross Harbour,Child/Youth,24657
2019-08,F4 Cross Harbour,Concession,4833
2019-08,F4 Cross Harbour,Day Pass Child/Youth w/o SAF,96
2019-08,F4 Cross Harbour,Day Pass without SAF,15
2019-08,F4 Cross Harbour,Employee,1020
2019-08,F4 Cross Harbour,Free Travel,407
2019-08,F4 Cross Harbour,School Student,508
2019-08,F4 Cross Harbour,Senior/Pensioner,41522
2019-08,F4 Cross Harbour,Sgl Trip Ferry Adult,10454
2019-08,F4 Cross Harbour,Sgl Trip Ferry Child/Youth,3044
2019-08,F5 Neutral Bay,Adult,27921
2019-08,F5 Neutral Bay,CTP,2802
2019-08,F5 Neutral Bay,Child/Youth,1375
2019-08,F5 Neutral Bay,Concession,981
2019-08,F5 Neutral Bay,Day Pass Child/Youth w/o SAF,5
2019-08,F5 Neutral Bay,Employee,207
2019-08,F5 Neutral Bay,Free Travel,44
2019-08,F5 Neutral Bay,School Student,101
2019-08,F5 Neutral Bay,Senior/Pensioner,9270
2019-08,F5 Neutral Bay,Sgl Trip Ferry Adult,1088
2019-08,F5 Neutral Bay,Sgl Trip Ferry Child/Youth,300
2019-08,F6 Mosman Bay,Adult,39076
2019-08,F6 Mosman Bay,CTP,3039
2019-08,F6 Mosman Bay,Child/Youth,1991
2019-08,F6 Mosman Bay,Concession,1815
2019-08,F6 Mosman Bay,Day Pass Child/Youth w/o SAF,6
2019-08,F6 Mosman Bay,Employee,234
2019-08,F6 Mosman Bay,Free Travel,76
2019-08,F6 Mosman Bay,School Student,131
2019-08,F6 Mosman Bay,Senior/Pensioner,10936
2019-08,F6 Mosman Bay,Sgl Trip Ferry Adult,979
2019-08,F6 Mosman Bay,Sgl Trip Ferry Child/Youth,311
2019-08,F7 Double Bay,Adult,10338
2019-08,F7 Double Bay,CTP,1665
2019-08,F7 Double Bay,Child/Youth,524
2019-08,F7 Double Bay,Concession,204
2019-08,F7 Double Bay,Day Pass Child/Youth w/o SAF,1
2019-08,F7 Double Bay,Employee,7
2019-08,F7 Double Bay,Free Travel,11
2019-08,F7 Double Bay,Senior/Pensioner,2684
2019-08,F7 Double Bay,Sgl Trip Ferry Adult,490
2019-08,F7 Double Bay,Sgl Trip Ferry Child/Youth,156
2019-08,F8 Cockatoo Island,Adult,28559
2019-08,F8 Cockatoo Island,CTP,2485
2019-08,F8 Cockatoo Island,Child/Youth,2372
2019-08,F8 Cockatoo Island,Concession,1139
2019-08,F8 Cockatoo Island,Day Pass Child/Youth w/o SAF,63
2019-08,F8 Cockatoo Island,Day Pass without SAF,1
2019-08,F8 Cockatoo Island,Employee,94
2019-08,F8 Cockatoo Island,Free Travel,40
2019-08,F8 Cockatoo Island,School Student,202
2019-08,F8 Cockatoo Island,Senior/Pensioner,7831
2019-08,F8 Cockatoo Island,Sgl Trip Ferry Adult,789
2019-08,F8 Cockatoo Island,Sgl Trip Ferry Child/Youth,227
2019-09,118 Newcastle,Adult,24308
2019-09,118 Newcastle,Child/Youth,4114
2019-09,118 Newcastle,Concession,1379
2019-09,118 Newcastle,Day Pass Child/Youth w/o SAF,134
2019-09,118 Newcastle,Day Pass without SAF,20
2019-09,118 Newcastle,Employee,412
2019-09,118 Newcastle,Free Travel,477
2019-09,118 Newcastle,School Student,1398
2019-09,118 Newcastle,Senior/Pensioner,10791
2019-09,F1 Manly,Adult,205349
2019-09,F1 Manly,CTP,21519
2019-09,F1 Manly,Child/Youth,21096
2019-09,F1 Manly,Concession,7366
2019-09,F1 Manly,Day Pass Child/Youth w/o SAF,49
2019-09,F1 Manly,Day Pass without SAF,11
2019-09,F1 Manly,Employee,1203
2019-09,F1 Manly,Free Travel,566
2019-09,F1 Manly,School Student,248
2019-09,F1 Manly,Senior/Pensioner,52092
2019-09,F1 Manly,Sgl Trip Ferry Adult,9509
2019-09,F1 Manly,Sgl Trip Ferry Child/Youth,1779
2019-09,F2 Taronga Zoo,Adult,66122
2019-09,F2 Taronga Zoo,CTP,6403
2019-09,F2 Taronga Zoo,Child/Youth,12752
2019-09,F2 Taronga Zoo,Concession,2272
2019-09,F2 Taronga Zoo,Employee,231
2019-09,F2 Taronga Zoo,Free Travel,122
2019-09,F2 Taronga Zoo,School Student,61
2019-09,F2 Taronga Zoo,Senior/Pensioner,11627
2019-09,F2 Taronga Zoo,Sgl Trip Ferry Adult,3980
2019-09,F2 Taronga Zoo,Sgl Trip Ferry Child/Youth,1169
2019-09,F3 Parramatta River,Adult,138763
2019-09,F3 Parramatta River,CTP,15583
2019-09,F3 Parramatta River,Child/Youth,12413
2019-09,F3 Parramatta River,Concession,3186
2019-09,F3 Parramatta River,Day Pass Child/Youth w/o SAF,33
2019-09,F3 Parramatta River,Day Pass without SAF,2
2019-09,F3 Parramatta River,Employee,579
2019-09,F3 Parramatta River,Free Travel,239
2019-09,F3 Parramatta River,School Student,419
2019-09,F3 Parramatta River,Senior/Pensioner,27060
2019-09,F3 Parramatta River,Sgl Trip Ferry Adult,3329
2019-09,F3 Parramatta River,Sgl Trip Ferry Child/Youth,993
2019-09,F4 Cross Harbour,Adult,209046
2019-09,F4 Cross Harbour,CTP,25475
2019-09,F4 Cross Harbour,Child/Youth,25022
2019-09,F4 Cross Harbour,Concession,5013
2019-09,F4 Cross Harbour,Day Pass Child/Youth w/o SAF,41
2019-09,F4 Cross Harbour,Day Pass without SAF,2
2019-09,F4 Cross Harbour,Employee,1070
2019-09,F4 Cross Harbour,Free Travel,424
2019-09,F4 Cross Harbour,School Student,455
2019-09,F4 Cross Harbour,Senior/Pensioner,42184
2019-09,F4 Cross Harbour,Sgl Trip Ferry Adult,9894
2019-09,F4 Cross Harbour,Sgl Trip Ferry Child/Youth,2573
2019-09,F5 Neutral Bay,Adult,25270
2019-09,F5 Neutral Bay,CTP,3108
2019-09,F5 Neutral Bay,Child/Youth,1249
2019-09,F5 Neutral Bay,Concession,917
2019-09,F5 Neutral Bay,Day Pass Child/Youth w/o SAF,1
2019-09,F5 Neutral Bay,Employee,144
2019-09,F5 Neutral Bay,Free Travel,61
2019-09,F5 Neutral Bay,School Student,76
2019-09,F5 Neutral Bay,Senior/Pensioner,8336
2019-09,F5 Neutral Bay,Sgl Trip Ferry Adult,856
2019-09,F5 Neutral Bay,Sgl Trip Ferry Child/Youth,240
2019-09,F6 Mosman Bay,Adult,39087
2019-09,F6 Mosman Bay,CTP,3793
2019-09,F6 Mosman Bay,Child/Youth,2105
2019-09,F6 Mosman Bay,Concession,1585
2019-09,F6 Mosman Bay,Employee,223
2019-09,F6 Mosman Bay,Free Travel,73
2019-09,F6 Mosman Bay,School Student,100
2019-09,F6 Mosman Bay,Senior/Pensioner,10746
2019-09,F6 Mosman Bay,Sgl Trip Ferry Adult,867
2019-09,F6 Mosman Bay,Sgl Trip Ferry Child/Youth,333
2019-09,F7 Double Bay,Adult,10280
2019-09,F7 Double Bay,CTP,2224
2019-09,F7 Double Bay,Child/Youth,646
2019-09,F7 Double Bay,Concession,185
2019-09,F7 Double Bay,Employee,28
2019-09,F7 Double Bay,Free Travel,15
2019-09,F7 Double Bay,Senior/Pensioner,2576
2019-09,F7 Double Bay,Sgl Trip Ferry Adult,558
2019-09,F7 Double Bay,Sgl Trip Ferry Child/Youth,142
2019-09,F8 Cockatoo Island,Adult,30153
2019-09,F8 Cockatoo Island,CTP,3356
2019-09,F8 Cockatoo Island,Child/Youth,3669
2019-09,F8 Cockatoo Island,Concession,1246
2019-09,F8 Cockatoo Island,Day Pass Child/Youth w/o SAF,15
2019-09,F8 Cockatoo Island,Employee,129
2019-09,F8 Cockatoo Island,Free Travel,54
2019-09,F8 Cockatoo Island,School Student,202
2019-09,F8 Cockatoo Island,Senior/Pensioner,8107
2019-09,F8 Cockatoo Island,Sgl Trip Ferry Adult,817
2019-09,F8 Cockatoo Island,Sgl Trip Ferry Child/Youth,229
2019-10,118 Newcastle,Adult,25563
2019-10,118 Newcastle,Child/Youth,6025
2019-10,118 Newcastle,Concession,1229
2019-10,118 Newcastle,Day Pass without SAF,1
2019-10,118 Newcastle,Employee,555
2019-10,118 Newcastle,Free Travel,507
2019-10,118 Newcastle,School Student,1056
2019-10,118 Newcastle,Senior/Pensioner,12537
2019-10,F1 Manly,Adult,223356
2019-10,F1 Manly,CTP,41578
2019-10,F1 Manly,Child/Youth,34510
2019-10,F1 Manly,Concession,7969
2019-10,F1 Manly,Day Pass Child/Youth w/o SAF,82
2019-10,F1 Manly,Day Pass without SAF,38
2019-10,F1 Manly,Employee,1591
2019-10,F1 Manly,Free Travel,683
2019-10,F1 Manly,School Student,261
2019-10,F1 Manly,Senior/Pensioner,66842
2019-10,F1 Manly,Sgl Trip Ferry Adult,12475
2019-10,F1 Manly,Sgl Trip Ferry Child/Youth,2703
2019-10,F2 Taronga Zoo,Adult,71736
2019-10,F2 Taronga Zoo,CTP,11617
2019-10,F2 Taronga Zoo,Child/Youth,18216
2019-10,F2 Taronga Zoo,Concession,2154
2019-10,F2 Taronga Zoo,Day Pass Child/Youth w/o SAF,90
2019-10,F2 Taronga Zoo,Day Pass without SAF,6
2019-10,F2 Taronga Zoo,Employee,302
2019-10,F2 Taronga Zoo,Free Travel,145
2019-10,F2 Taronga Zoo,School Student,43
2019-10,F2 Taronga Zoo,Senior/Pensioner,13804
2019-10,F2 Taronga Zoo,Sgl Trip Ferry Adult,4815
2019-10,F2 Taronga Zoo,Sgl Trip Ferry Child/Youth,1577
2019-10,F3 Parramatta River,Adult,144965
2019-10,F3 Parramatta River,CTP,26641
2019-10,F3 Parramatta River,Child/Youth,17617
2019-10,F3 Parramatta River,Concession,3133
2019-10,F3 Parramatta River,Day Pass Child/Youth w/o SAF,208
2019-10,F3 Parramatta River,Day Pass without SAF,18
2019-10,F3 Parramatta River,Employee,780
2019-10,F3 Parramatta River,Free Travel,270
2019-10,F3 Parramatta River,School Student,357
2019-10,F3 Parramatta River,Senior/Pensioner,33574
2019-10,F3 Parramatta River,Sgl Trip Ferry Adult,4535
2019-10,F3 Parramatta River,Sgl Trip Ferry Child/Youth,1401
2019-10,F4 Cross Harbour,Adult,211065
2019-10,F4 Cross Harbour,CTP,44079
2019-10,F4 Cross Harbour,Child/Youth,35478
2019-10,F4 Cross Harbour,Concession,5039
2019-10,F4 Cross Harbour,Day Pass Child/Youth w/o SAF,37
2019-10,F4 Cross Harbour,Day Pass without SAF,5
2019-10,F4 Cross Harbour,Employee,1145
2019-10,F4 Cross Harbour,Free Travel,488
2019-10,F4 Cross Harbour,School Student,367
2019-10,F4 Cross Harbour,Senior/Pensioner,51045
2019-10,F4 Cross Harbour,Sgl Trip Ferry Adult,11058
2019-10,F4 Cross Harbour,Sgl Trip Ferry Child/Youth,3367
2019-10,F5 Neutral Bay,Adult,26241
2019-10,F5 Neutral Bay,CTP,5410
2019-10,F5 Neutral Bay,Child/Youth,1694
2019-10,F5 Neutral Bay,Concession,861
2019-10,F5 Neutral Bay,Day Pass Child/Youth w/o SAF,5
2019-10,F5 Neutral Bay,Day Pass without SAF,2
2019-10,F5 Neutral Bay,Employee,202
2019-10,F5 Neutral Bay,Free Travel,69
2019-10,F5 Neutral Bay,School Student,63
2019-10,F5 Neutral Bay,Senior/Pensioner,9510
2019-10,F5 Neutral Bay,Sgl Trip Ferry Adult,1070
2019-10,F5 Neutral Bay,Sgl Trip Ferry Child/Youth,281
2019-10,F6 Mosman Bay,Adult,38540
2019-10,F6 Mosman Bay,CTP,6468
2019-10,F6 Mosman Bay,Child/Youth,2554
2019-10,F6 Mosman Bay,Concession,1522
2019-10,F6 Mosman Bay,Day Pass Child/Youth w/o SAF,4
2019-10,F6 Mosman Bay,Employee,238
2019-10,F6 Mosman Bay,Free Travel,86
2019-10,F6 Mosman Bay,School Student,80
2019-10,F6 Mosman Bay,Senior/Pensioner,12080
2019-10,F6 Mosman Bay,Sgl Trip Ferry Adult,1086
2019-10,F6 Mosman Bay,Sgl Trip Ferry Child/Youth,381
2019-10,F7 Double Bay,Adult,10678
2019-10,F7 Double Bay,CTP,3422
2019-10,F7 Double Bay,Child/Youth,750
2019-10,F7 Double Bay,Concession,181
2019-10,F7 Double Bay,Day Pass Child/Youth w/o SAF,2
2019-10,F7 Double Bay,Employee,24
2019-10,F7 Double Bay,Free Travel,5
2019-10,F7 Double Bay,Senior/Pensioner,3189
2019-10,F7 Double Bay,Sgl Trip Ferry Adult,514
2019-10,F7 Double Bay,Sgl Trip Ferry Child/Youth,142
2019-10,F8 Cockatoo Island,Adult,30568
2019-10,F8 Cockatoo Island,CTP,5490
2019-10,F8 Cockatoo Island,Child/Youth,4234
2019-10,F8 Cockatoo Island,Concession,1036
2019-10,F8 Cockatoo Island,Day Pass Child/Youth w/o SAF,100
2019-10,F8 Cockatoo Island,Day Pass without SAF,6
2019-10,F8 Cockatoo Island,Employee,234
2019-10,F8 Cockatoo Island,Free Travel,58
2019-10,F8 Cockatoo Island,School Student,154
2019-10,F8 Cockatoo Island,Senior/Pensioner,9285
2019-10,F8 Cockatoo Island,Sgl Trip Ferry Adult,922
2019-10,F8 Cockatoo Island,Sgl Trip Ferry Child/Youth,268
2019-11,118 Newcastle,Adult,21780
2019-11,118 Newcastle,Child/Youth,3114
2019-11,118 Newcastle,Concession,822
2019-11,118 Newcastle,Employee,490
2019-11,118 Newcastle,Free Travel,469
2019-11,118 Newcastle,School Student,1353
2019-11,118 Newcastle,Senior/Pensioner,10287
2019-11,F1 Manly,Adult,208795
2019-11,F1 Manly,CTP,46550
2019-11,F1 Manly,Child/Youth,18365
2019-11,F1 Manly,Concession,6654
2019-11,F1 Manly,Day Pass Child/Youth w/o SAF,25
2019-11,F1 Manly,Day Pass without SAF,65
2019-11,F1 Manly,Employee,1430
2019-11,F1 Manly,Free Travel,644
2019-11,F1 Manly,School Student,369
2019-11,F1 Manly,Senior/Pensioner,59523
2019-11,F1 Manly,Sgl Trip Ferry Adult,13096
2019-11,F1 Manly,Sgl Trip Ferry Child/Youth,1540
2019-11,F2 Taronga Zoo,Adult,61021
2019-11,F2 Taronga Zoo,CTP,12836
2019-11,F2 Taronga Zoo,Child/Youth,9635
2019-11,F2 Taronga Zoo,Concession,1655
2019-11,F2 Taronga Zoo,Day Pass Child/Youth w/o SAF,201
2019-11,F2 Taronga Zoo,Day Pass without SAF,14
2019-11,F2 Taronga Zoo,Employee,358
2019-11,F2 Taronga Zoo,Free Travel,127
2019-11,F2 Taronga Zoo,School Student,64
2019-11,F2 Taronga Zoo,Senior/Pensioner,11722
2019-11,F2 Taronga Zoo,Sgl Trip Ferry Adult,4057
2019-11,F2 Taronga Zoo,Sgl Trip Ferry Child/Youth,805
2019-11,F3 Parramatta River,Adult,145338
2019-11,F3 Parramatta River,CTP,30968
2019-11,F3 Parramatta River,Child/Youth,13194
2019-11,F3 Parramatta River,Concession,3393
2019-11,F3 Parramatta River,Day Pass Child/Youth w/o SAF,94
2019-11,F3 Parramatta River,Day Pass without SAF,19
2019-11,F3 Parramatta River,Employee,830
2019-11,F3 Parramatta River,Free Travel,243
2019-11,F3 Parramatta River,School Student,597
2019-11,F3 Parramatta River,Senior/Pensioner,31941
2019-11,F3 Parramatta River,Sgl Trip Ferry Adult,4808
2019-11,F3 Parramatta River,Sgl Trip Ferry Child/Youth,905
2019-11,F4 Cross Harbour,Adult,206627
2019-11,F4 Cross Harbour,CTP,52344
2019-11,F4 Cross Harbour,Child/Youth,21838
2019-11,F4 Cross Harbour,Concession,4892
2019-11,F4 Cross Harbour,Day Pass Child/Youth w/o SAF,106
2019-11,F4 Cross Harbour,Day Pass without SAF,7
2019-11,F4 Cross Harbour,Employee,1335
2019-11,F4 Cross Harbour,Free Travel,423
2019-11,F4 Cross Harbour,School Student,606
2019-11,F4 Cross Harbour,Senior/Pensioner,45335
2019-11,F4 Cross Harbour,Sgl Trip Ferry Adult,11029
2019-11,F4 Cross Harbour,Sgl Trip Ferry Child/Youth,1961
2019-11,F5 Neutral Bay,Adult,29846
2019-11,F5 Neutral Bay,CTP,7052
2019-11,F5 Neutral Bay,Child/Youth,1328
2019-11,F5 Neutral Bay,Concession,816
2019-11,F5 Neutral Bay,Day Pass Child/Youth w/o SAF,1
2019-11,F5 Neutral Bay,Employee,262
2019-11,F5 Neutral Bay,Free Travel,55
2019-11,F5 Neutral Bay,School Student,55
2019-11,F5 Neutral Bay,Senior/Pensioner,10708
2019-11,F5 Neutral Bay,Sgl Trip Ferry Adult,1330
2019-11,F5 Neutral Bay,Sgl Trip Ferry Child/Youth,192
2019-11,F6 Mosman Bay,Adult,39700
2019-11,F6 Mosman Bay,CTP,8387
2019-11,F6 Mosman Bay,Child/Youth,2004
2019-11,F6 Mosman Bay,Concession,1500
2019-11,F6 Mosman Bay,Day Pass Child/Youth w/o SAF,2
2019-11,F6 Mosman Bay,Employee,314
2019-11,F6 Mosman Bay,Free Travel,99
2019-11,F6 Mosman Bay,School Student,131
2019-11,F6 Mosman Bay,Senior/Pensioner,12216
2019-11,F6 Mosman Bay,Sgl Trip Ferry Adult,1129
2019-11,F6 Mosman Bay,Sgl Trip Ferry Child/Youth,203
2019-11,F7 Double Bay,Adult,10524
2019-11,F7 Double Bay,CTP,4686
2019-11,F7 Double Bay,Child/Youth,480
2019-11,F7 Double Bay,Concession,208
2019-11,F7 Double Bay,Employee,32
2019-11,F7 Double Bay,Free Travel,11
2019-11,F7 Double Bay,Senior/Pensioner,3545
2019-11,F7 Double Bay,Sgl Trip Ferry Adult,394
2019-11,F7 Double Bay,Sgl Trip Ferry Child/Youth,53
2019-11,F8 Cockatoo Island,Adult,30542
2019-11,F8 Cockatoo Island,CTP,6759
2019-11,F8 Cockatoo Island,Child/Youth,3921
2019-11,F8 Cockatoo Island,Concession,1012
2019-11,F8 Cockatoo Island,Day Pass Child/Youth w/o SAF,2
2019-11,F8 Cockatoo Island,Day Pass without SAF,6
2019-11,F8 Cockatoo Island,Employee,252
2019-11,F8 Cockatoo Island,Free Travel,55
2019-11,F8 Cockatoo Island,School Student,250
2019-11,F8 Cockatoo Island,Senior/Pensioner,9084
2019-11,F8 Cockatoo Island,Sgl Trip Ferry Adult,964
2019-11,F8 Cockatoo Island,Sgl Trip Ferry Child/Youth,167
2019-12,118 Newcastle,Adult,23503
2019-12,118 Newcastle,Child/Youth,5027
2019-12,118 Newcastle,Concession,884
2019-12,118 Newcastle,Employee,555
2019-12,118 Newcastle,Free Travel,479
2019-12,118 Newcastle,School Student,642
2019-12,118 Newcastle,Senior/Pensioner,10357
2019-12,F1 Manly,Adult,263472
2019-12,F1 Manly,CTP,70682
2019-12,F1 Manly,Child/Youth,44303
2019-12,F1 Manly,Concession,7645
2019-12,F1 Manly,Day Pass without SAF,26
2019-12,F1 Manly,Employee,1582
2019-12,F1 Manly,Free Travel,665
2019-12,F1 Manly,School Student,837
2019-12,F1 Manly,Senior/Pensioner,59853
2019-12,F1 Manly,Sgl Trip Ferry Adult,16345
2019-12,F1 Manly,Sgl Trip Ferry Child/Youth,4256
2019-12,F2 Taronga Zoo,Adult,76834
2019-12,F2 Taronga Zoo,CTP,18335
2019-12,F2 Taronga Zoo,Child/Youth,17189
2019-12,F2 Taronga Zoo,Concession,2152
2019-12,F2 Taronga Zoo,Day Pass Child/Youth w/o SAF,24
2019-12,F2 Taronga Zoo,Day Pass without SAF,49
2019-12,F2 Taronga Zoo,Employee,304
2019-12,F2 Taronga Zoo,Free Travel,92
2019-12,F2 Taronga Zoo,School Student,101
2019-12,F2 Taronga Zoo,Senior/Pensioner,11025
2019-12,F2 Taronga Zoo,Sgl Trip Ferry Adult,6558
2019-12,F2 Taronga Zoo,Sgl Trip Ferry Child/Youth,2252
2019-12,F3 Parramatta River,Adult,134955
2019-12,F3 Parramatta River,CTP,33357
2019-12,F3 Parramatta River,Child/Youth,16714
2019-12,F3 Parramatta River,Concession,3445
2019-12,F3 Parramatta River,Day Pass without SAF,1
2019-12,F3 Parramatta River,Employee,756
2019-12,F3 Parramatta River,Free Travel,279
2019-12,F3 Parramatta River,School Student,299
2019-12,F3 Parramatta River,Senior/Pensioner,27219
2019-12,F3 Parramatta River,Sgl Trip Ferry Adult,5957
2019-12,F3 Parramatta River,Sgl Trip Ferry Child/Youth,2025
2019-12,F4 Cross Harbour,Adult,229998
2019-12,F4 Cross Harbour,CTP,64361
2019-12,F4 Cross Harbour,Child/Youth,38467
2019-12,F4 Cross Harbour,Concession,5504
2019-12,F4 Cross Harbour,Day Pass Child/Youth w/o SAF,1
2019-12,F4 Cross Harbour,Day Pass without SAF,3
2019-12,F4 Cross Harbour,Employee,1203
2019-12,F4 Cross Harbour,Free Travel,456
2019-12,F4 Cross Harbour,School Student,422
2019-12,F4 Cross Harbour,Senior/Pensioner,42946
2019-12,F4 Cross Harbour,Sgl Trip Ferry Adult,14665
2019-12,F4 Cross Harbour,Sgl Trip Ferry Child/Youth,5012
2019-12,F5 Neutral Bay,Adult,25793
2019-12,F5 Neutral Bay,CTP,7311
2019-12,F5 Neutral Bay,Child/Youth,2394
2019-12,F5 Neutral Bay,Concession,789
2019-12,F5 Neutral Bay,Employee,186
2019-12,F5 Neutral Bay,Free Travel,67
2019-12,F5 Neutral Bay,School Student,20
2019-12,F5 Neutral Bay,Senior/Pensioner,8782
2019-12,F5 Neutral Bay,Sgl Trip Ferry Adult,1449
2019-12,F5 Neutral Bay,Sgl Trip Ferry Child/Youth,481
2019-12,F6 Mosman Bay,Adult,36602
2019-12,F6 Mosman Bay,CTP,9499
